time(s),seg1_sens1,seg1_sens2,seg1_sens3,seg1_sens4,seg1_sens5,seg1_sens6,seg1_sens7,seg1_sens8,seg1_sens9,seg1_sens10,seg2_sens1,seg2_sens2,seg2_sens3,seg2_sens4,seg2_sens5,seg2_sens6,seg2_sens7,seg2_sens8,seg2_sens9,seg2_sens10,seg3_sens1,seg3_sens2,seg3_sens3,seg3_sens4,seg3_sens5,seg3_sens6,seg3_sens7,seg3_sens8,seg3_sens9,seg3_sens10,seg4_sens1,seg4_sens2,seg4_sens3,seg4_sens4,seg4_sens5,seg4_sens6,seg4_sens7,seg4_sens8,seg4_sens9,seg4_sens10,seg5_sens1,seg5_sens2,seg5_sens3,seg5_sens4,seg5_sens5,seg5_sens6,seg5_sens7,seg5_sens8,seg5_sens9,seg5_sens10,seg6_sens1,seg6_sens2,seg6_sens3,seg6_sens4,seg6_sens5,seg6_sens6,seg6_sens7,seg6_sens8,seg6_sens9,seg6_sens10,seg7_sens1,seg7_sens2,seg7_sens3,seg7_sens4,seg7_sens5,seg7_sens6,seg7_sens7,seg7_sens8,seg7_sens9,seg7_sens10,seg8_sens1,seg8_sens2,seg8_sens3,seg8_sens4,seg8_sens5,seg8_sens6,seg8_sens7,seg8_sens8,seg8_sens9,seg8_sens10
2505.5316,30.88,29.74,30.63,31.05,31.47,31.72,30.39,31.21,30.55,30.8,30.88,29.74,30.63,31.05,31.47,31.72,30.39,31.21,30.55,30.8,30.88,29.74,30.63,31.05,31.47,31.72,30.39,31.21,30.55,30.8,30.88,29.74,30.63,31.05,31.47,31.72,30.39,31.21,30.55,30.8,30.88,29.74,30.63,31.05,31.47,31.72,30.39,31.21,30.55,30.8,30.88,29.74,30.63,31.05,31.47,31.72,30.39,31.21,30.55,30.8,30.88,29.74,30.63,31.05,31.47,31.72,30.39,31.21,30.55,30.8,30.88,29.74,30.63,31.05,31.47,31.72,30.39,31.21,30.55,30.8
2506.5336,31.13,29.9,30.63,30.96,31.55,31.89,30.63,31.38,30.47,30.88,31.13,29.9,30.63,30.96,31.55,31.89,30.63,31.38,30.47,30.88,31.13,29.9,30.63,30.96,31.55,31.89,30.63,31.38,30.47,30.88,31.13,29.9,30.63,30.96,31.55,31.89,30.63,31.38,30.47,30.88,31.13,29.9,30.63,30.96,31.55,31.89,30.63,31.38,30.47,30.88,31.13,29.9,30.63,30.96,31.55,31.89,30.63,31.38,30.47,30.88,31.13,29.9,30.63,30.96,31.55,31.89,30.63,31.38,30.47,30.88,31.13,29.9,30.63,30.96,31.55,31.89,30.63,31.38,30.47,30.88
2507.5342,31.05,29.98,30.72,30.96,31.3,31.55,30.55,31.47,30.55,30.8,31.05,29.98,30.72,30.96,31.3,31.55,30.55,31.47,30.55,30.8,31.05,29.98,30.72,30.96,31.3,31.55,30.55,31.47,30.55,30.8,31.05,29.98,30.72,30.96,31.3,31.55,30.55,31.47,30.55,30.8,31.05,29.98,30.72,30.96,31.3,31.55,30.55,31.47,30.55,30.8,31.05,29.98,30.72,30.96,31.3,31.55,30.55,31.47,30.55,30.8,31.05,29.98,30.72,30.96,31.3,31.55,30.55,31.47,30.55,30.8,31.05,29.98,30.72,30.96,31.3,31.55,30.55,31.47,30.55,30.8
2508.535,30.88,29.98,30.8,31.13,31.47,31.72,30.39,31.47,30.63,30.88,30.88,29.98,30.8,31.13,31.47,31.72,30.39,31.47,30.63,30.88,30.88,29.98,30.8,31.13,31.47,31.72,30.39,31.47,30.63,30.88,30.88,29.98,30.8,31.13,31.47,31.72,30.39,31.47,30.63,30.88,30.88,29.98,30.8,31.13,31.47,31.72,30.39,31.47,30.63,30.88,30.88,29.98,30.8,31.13,31.47,31.72,30.39,31.47,30.63,30.88,30.88,29.98,30.8,31.13,31.47,31.72,30.39,31.47,30.63,30.88,30.88,29.98,30.8,31.13,31.47,31.72,30.39,31.47,30.63,30.88
2509.5358,31.13,30.06,30.8,30.96,31.3,31.55,30.55,31.47,30.55,30.72,31.13,30.06,30.8,30.96,31.3,31.55,30.55,31.47,30.55,30.72,31.13,30.06,30.8,30.96,31.3,31.55,30.55,31.47,30.55,30.72,31.13,30.06,30.8,30.96,31.3,31.55,30.55,31.47,30.55,30.72,31.13,30.06,30.8,30.96,31.3,31.55,30.55,31.47,30.55,30.72,31.13,30.06,30.8,30.96,31.3,31.55,30.55,31.47,30.55,30.72,31.13,30.06,30.8,30.96,31.3,31.55,30.55,31.47,30.55,30.72,31.13,30.06,30.8,30.96,31.3,31.55,30.55,31.47,30.55,30.72
2510.5358,30.88,29.98,30.72,31.05,31.47,31.63,30.39,31.38,30.63,30.88,30.88,29.98,30.72,31.05,31.47,31.63,30.39,31.38,30.63,30.88,30.88,29.98,30.72,31.05,31.47,31.63,30.39,31.38,30.63,30.88,30.88,29.98,30.72,31.05,31.47,31.63,30.39,31.38,30.63,30.88,30.88,29.98,30.72,31.05,31.47,31.63,30.39,31.38,30.63,30.88,30.88,29.98,30.72,31.05,31.47,31.63,30.39,31.38,30.63,30.88,30.88,29.98,30.72,31.05,31.47,31.63,30.39,31.38,30.63,30.88,30.88,29.98,30.72,31.05,31.47,31.63,30.39,31.38,30.63,30.88
2511.5369,30.96,29.74,30.72,31.05,31.55,31.8,30.47,31.21,30.72,30.96,30.96,29.74,30.72,31.05,31.55,31.8,30.47,31.21,30.72,30.96,30.96,29.74,30.72,31.05,31.55,31.8,30.47,31.21,30.72,30.96,30.96,29.74,30.72,31.05,31.55,31.8,30.47,31.21,30.72,30.96,30.96,29.74,30.72,31.05,31.55,31.8,30.47,31.21,30.72,30.96,30.96,29.74,30.72,31.05,31.55,31.8,30.47,31.21,30.72,30.96,30.96,29.74,30.72,31.05,31.55,31.8,30.47,31.21,30.72,30.96,30.96,29.74,30.72,31.05,31.55,31.8,30.47,31.21,30.72,30.96
2512.538,31.05,30.06,30.8,31.05,31.38,31.63,30.55,31.55,30.63,30.8,31.05,30.06,30.8,31.05,31.38,31.63,30.55,31.55,30.63,30.8,31.05,30.06,30.8,31.05,31.38,31.63,30.55,31.55,30.63,30.8,31.05,30.06,30.8,31.05,31.38,31.63,30.55,31.55,30.63,30.8,31.05,30.06,30.8,31.05,31.38,31.63,30.55,31.55,30.63,30.8,31.05,30.06,30.8,31.05,31.38,31.63,30.55,31.55,30.63,30.8,31.05,30.06,30.8,31.05,31.38,31.63,30.55,31.55,30.63,30.8,31.05,30.06,30.8,31.05,31.38,31.63,30.55,31.55,30.63,30.8
2513.5389,30.96,29.9,30.63,30.88,31.3,31.8,30.63,31.47,30.55,30.72,30.96,29.9,30.63,30.88,31.3,31.8,30.63,31.47,30.55,30.72,30.96,29.9,30.63,30.88,31.3,31.8,30.63,31.47,30.55,30.72,30.96,29.9,30.63,30.88,31.3,31.8,30.63,31.47,30.55,30.72,30.96,29.9,30.63,30.88,31.3,31.8,30.63,31.47,30.55,30.72,30.96,29.9,30.63,30.88,31.3,31.8,30.63,31.47,30.55,30.72,30.96,29.9,30.63,30.88,31.3,31.8,30.63,31.47,30.55,30.72,30.96,29.9,30.63,30.88,31.3,31.8,30.63,31.47,30.55,30.72
2514.5389,31.05,29.98,30.63,30.88,31.55,31.89,30.63,31.47,30.47,30.88,31.05,29.98,30.63,30.88,31.55,31.89,30.63,31.47,30.47,30.88,31.05,29.98,30.63,30.88,31.55,31.89,30.63,31.47,30.47,30.88,31.05,29.98,30.63,30.88,31.55,31.89,30.63,31.47,30.47,30.88,31.05,29.98,30.63,30.88,31.55,31.89,30.63,31.47,30.47,30.88,31.05,29.98,30.63,30.88,31.55,31.89,30.63,31.47,30.47,30.88,31.05,29.98,30.63,30.88,31.55,31.89,30.63,31.47,30.47,30.88,31.05,29.98,30.63,30.88,31.55,31.89,30.63,31.47,30.47,30.88
2515.5399,31.13,29.9,30.55,31.05,31.63,31.98,30.63,31.47,30.39,30.88,31.13,29.9,30.55,31.05,31.63,31.98,30.63,31.47,30.39,30.88,31.13,29.9,30.55,31.05,31.63,31.98,30.63,31.47,30.39,30.88,31.13,29.9,30.55,31.05,31.63,31.98,30.63,31.47,30.39,30.88,31.13,29.9,30.55,31.05,31.63,31.98,30.63,31.47,30.39,30.88,31.13,29.9,30.55,31.05,31.63,31.98,30.63,31.47,30.39,30.88,31.13,29.9,30.55,31.05,31.63,31.98,30.63,31.47,30.39,30.88,31.13,29.9,30.55,31.05,31.63,31.98,30.63,31.47,30.39,30.88
2516.5399,30.88,29.9,30.72,31.13,31.47,31.72,30.3,31.21,30.55,30.88,30.88,29.9,30.72,31.13,31.47,31.72,30.3,31.21,30.55,30.88,30.88,29.9,30.72,31.13,31.47,31.72,30.3,31.21,30.55,30.88,30.88,29.9,30.72,31.13,31.47,31.72,30.3,31.21,30.55,30.88,30.88,29.9,30.72,31.13,31.47,31.72,30.3,31.21,30.55,30.88,30.88,29.9,30.72,31.13,31.47,31.72,30.3,31.21,30.55,30.88,30.88,29.9,30.72,31.13,31.47,31.72,30.3,31.21,30.55,30.88,30.88,29.9,30.72,31.13,31.47,31.72,30.3,31.21,30.55,30.88
2517.54,31.13,29.98,30.63,30.96,31.38,31.8,30.63,31.47,30.47,30.72,31.13,29.98,30.63,30.96,31.38,31.8,30.63,31.47,30.47,30.72,31.13,29.98,30.63,30.96,31.38,31.8,30.63,31.47,30.47,30.72,31.13,29.98,30.63,30.96,31.38,31.8,30.63,31.47,30.47,30.72,31.13,29.98,30.63,30.96,31.38,31.8,30.63,31.47,30.47,30.72,31.13,29.98,30.63,30.96,31.38,31.8,30.63,31.47,30.47,30.72,31.13,29.98,30.63,30.96,31.38,31.8,30.63,31.47,30.47,30.72,31.13,29.98,30.63,30.96,31.38,31.8,30.63,31.47,30.47,30.72
2518.5418,30.88,29.98,30.8,31.13,31.55,31.8,30.39,31.38,30.72,30.96,30.88,29.98,30.8,31.13,31.55,31.8,30.39,31.38,30.72,30.96,30.88,29.98,30.8,31.13,31.55,31.8,30.39,31.38,30.72,30.96,30.88,29.98,30.8,31.13,31.55,31.8,30.39,31.38,30.72,30.96,30.88,29.98,30.8,31.13,31.55,31.8,30.39,31.38,30.72,30.96,30.88,29.98,30.8,31.13,31.55,31.8,30.39,31.38,30.72,30.96,30.88,29.98,30.8,31.13,31.55,31.8,30.39,31.38,30.72,30.96,30.88,29.98,30.8,31.13,31.55,31.8,30.39,31.38,30.72,30.96
2519.5429,30.88,29.98,30.8,31.13,31.55,31.72,30.47,31.47,30.63,30.8,30.88,29.98,30.8,31.13,31.55,31.72,30.47,31.47,30.63,30.8,30.88,29.98,30.8,31.13,31.55,31.72,30.47,31.47,30.63,30.8,30.88,29.98,30.8,31.13,31.55,31.72,30.47,31.47,30.63,30.8,30.88,29.98,30.8,31.13,31.55,31.72,30.47,31.47,30.63,30.8,30.88,29.98,30.8,31.13,31.55,31.72,30.47,31.47,30.63,30.8,30.88,29.98,30.8,31.13,31.55,31.72,30.47,31.47,30.63,30.8,30.88,29.98,30.8,31.13,31.55,31.72,30.47,31.47,30.63,30.8
2520.5448,31.13,30.06,30.8,31.05,31.47,31.72,30.63,31.55,30.63,30.8,31.13,30.06,30.8,31.05,31.47,31.72,30.63,31.55,30.63,30.8,31.13,30.06,30.8,31.05,31.47,31.72,30.63,31.55,30.63,30.8,31.13,30.06,30.8,31.05,31.47,31.72,30.63,31.55,30.63,30.8,31.13,30.06,30.8,31.05,31.47,31.72,30.63,31.55,30.63,30.8,31.13,30.06,30.8,31.05,31.47,31.72,30.63,31.55,30.63,30.8,31.13,30.06,30.8,31.05,31.47,31.72,30.63,31.55,30.63,30.8,31.13,30.06,30.8,31.05,31.47,31.72,30.63,31.55,30.63,30.8
2521.5457,31.13,30.06,30.8,31.13,31.47,31.63,30.63,31.55,30.55,30.8,31.13,30.06,30.8,31.13,31.47,31.63,30.63,31.55,30.55,30.8,31.13,30.06,30.8,31.13,31.47,31.63,30.63,31.55,30.55,30.8,31.13,30.06,30.8,31.13,31.47,31.63,30.63,31.55,30.55,30.8,31.13,30.06,30.8,31.13,31.47,31.63,30.63,31.55,30.55,30.8,31.13,30.06,30.8,31.13,31.47,31.63,30.63,31.55,30.55,30.8,31.13,30.06,30.8,31.13,31.47,31.63,30.63,31.55,30.55,30.8,31.13,30.06,30.8,31.13,31.47,31.63,30.63,31.55,30.55,30.8
2522.5466,31.13,30.06,30.8,31.05,31.38,31.72,30.63,31.55,30.63,30.8,31.13,30.06,30.8,31.05,31.38,31.72,30.63,31.55,30.63,30.8,31.13,30.06,30.8,31.05,31.38,31.72,30.63,31.55,30.63,30.8,31.13,30.06,30.8,31.05,31.38,31.72,30.63,31.55,30.63,30.8,31.13,30.06,30.8,31.05,31.38,31.72,30.63,31.55,30.63,30.8,31.13,30.06,30.8,31.05,31.38,31.72,30.63,31.55,30.63,30.8,31.13,30.06,30.8,31.05,31.38,31.72,30.63,31.55,30.63,30.8,31.13,30.06,30.8,31.05,31.38,31.72,30.63,31.55,30.63,30.8
2523.5478,31.05,29.9,30.55,30.96,31.55,31.98,30.63,31.47,30.47,30.88,31.05,29.9,30.55,30.96,31.55,31.98,30.63,31.47,30.47,30.88,31.05,29.9,30.55,30.96,31.55,31.98,30.63,31.47,30.47,30.88,31.05,29.9,30.55,30.96,31.55,31.98,30.63,31.47,30.47,30.88,31.05,29.9,30.55,30.96,31.55,31.98,30.63,31.47,30.47,30.88,31.05,29.9,30.55,30.96,31.55,31.98,30.63,31.47,30.47,30.88,31.05,29.9,30.55,30.96,31.55,31.98,30.63,31.47,30.47,30.88,31.05,29.9,30.55,30.96,31.55,31.98,30.63,31.47,30.47,30.88
2524.5493,30.88,29.98,30.8,31.21,31.55,31.72,30.47,31.55,30.8,30.96,30.88,29.98,30.8,31.21,31.55,31.72,30.47,31.55,30.8,30.96,30.88,29.98,30.8,31.21,31.55,31.72,30.47,31.55,30.8,30.96,30.88,29.98,30.8,31.21,31.55,31.72,30.47,31.55,30.8,30.96,30.88,29.98,30.8,31.21,31.55,31.72,30.47,31.55,30.8,30.96,30.88,29.98,30.8,31.21,31.55,31.72,30.47,31.55,30.8,30.96,30.88,29.98,30.8,31.21,31.55,31.72,30.47,31.55,30.8,30.96,30.88,29.98,30.8,31.21,31.55,31.72,30.47,31.55,30.8,30.96
2525.5512,30.8,29.9,30.8,31.13,31.55,31.8,30.47,31.38,30.72,30.96,30.8,29.9,30.8,31.13,31.55,31.8,30.47,31.38,30.72,30.96,30.8,29.9,30.8,31.13,31.55,31.8,30.47,31.38,30.72,30.96,30.8,29.9,30.8,31.13,31.55,31.8,30.47,31.38,30.72,30.96,30.8,29.9,30.8,31.13,31.55,31.8,30.47,31.38,30.72,30.96,30.8,29.9,30.8,31.13,31.55,31.8,30.47,31.38,30.72,30.96,30.8,29.9,30.8,31.13,31.55,31.8,30.47,31.38,30.72,30.96,30.8,29.9,30.8,31.13,31.55,31.8,30.47,31.38,30.72,30.96
2526.5514,31.05,29.82,30.72,31.21,31.63,31.98,30.63,31.38,30.72,30.96,31.05,29.82,30.72,31.21,31.63,31.98,30.63,31.38,30.72,30.96,31.05,29.82,30.72,31.21,31.63,31.98,30.63,31.38,30.72,30.96,31.05,29.82,30.72,31.21,31.63,31.98,30.63,31.38,30.72,30.96,31.05,29.82,30.72,31.21,31.63,31.98,30.63,31.38,30.72,30.96,31.05,29.82,30.72,31.21,31.63,31.98,30.63,31.38,30.72,30.96,31.05,29.82,30.72,31.21,31.63,31.98,30.63,31.38,30.72,30.96,31.05,29.82,30.72,31.21,31.63,31.98,30.63,31.38,30.72,30.96
2527.5537,31.05,29.9,30.55,30.88,31.55,31.89,30.72,31.55,30.47,30.88,31.05,29.9,30.55,30.88,31.55,31.89,30.72,31.55,30.47,30.88,31.05,29.9,30.55,30.88,31.55,31.89,30.72,31.55,30.47,30.88,31.05,29.9,30.55,30.88,31.55,31.89,30.72,31.55,30.47,30.88,31.05,29.9,30.55,30.88,31.55,31.89,30.72,31.55,30.47,30.88,31.05,29.9,30.55,30.88,31.55,31.89,30.72,31.55,30.47,30.88,31.05,29.9,30.55,30.88,31.55,31.89,30.72,31.55,30.47,30.88,31.05,29.9,30.55,30.88,31.55,31.89,30.72,31.55,30.47,30.88
2528.5548,30.96,30.06,30.88,31.21,31.55,31.8,30.39,31.38,30.72,30.96,30.96,30.06,30.88,31.21,31.55,31.8,30.39,31.38,30.72,30.96,30.96,30.06,30.88,31.21,31.55,31.8,30.39,31.38,30.72,30.96,30.96,30.06,30.88,31.21,31.55,31.8,30.39,31.38,30.72,30.96,30.96,30.06,30.88,31.21,31.55,31.8,30.39,31.38,30.72,30.96,30.96,30.06,30.88,31.21,31.55,31.8,30.39,31.38,30.72,30.96,30.96,30.06,30.88,31.21,31.55,31.8,30.39,31.38,30.72,30.96,30.96,30.06,30.88,31.21,31.55,31.8,30.39,31.38,30.72,30.96
2529.5557,30.96,29.98,30.8,31.13,31.55,31.8,30.39,31.38,30.72,30.96,30.96,29.98,30.8,31.13,31.55,31.8,30.39,31.38,30.72,30.96,30.96,29.98,30.8,31.13,31.55,31.8,30.39,31.38,30.72,30.96,30.96,29.98,30.8,31.13,31.55,31.8,30.39,31.38,30.72,30.96,30.96,29.98,30.8,31.13,31.55,31.8,30.39,31.38,30.72,30.96,30.96,29.98,30.8,31.13,31.55,31.8,30.39,31.38,30.72,30.96,30.96,29.98,30.8,31.13,31.55,31.8,30.39,31.38,30.72,30.96,30.96,29.98,30.8,31.13,31.55,31.8,30.39,31.38,30.72,30.96
2530.5572,30.96,29.82,30.72,31.21,31.63,31.89,30.55,31.3,30.72,30.96,30.96,29.82,30.72,31.21,31.63,31.89,30.55,31.3,30.72,30.96,30.96,29.82,30.72,31.21,31.63,31.89,30.55,31.3,30.72,30.96,30.96,29.82,30.72,31.21,31.63,31.89,30.55,31.3,30.72,30.96,30.96,29.82,30.72,31.21,31.63,31.89,30.55,31.3,30.72,30.96,30.96,29.82,30.72,31.21,31.63,31.89,30.55,31.3,30.72,30.96,30.96,29.82,30.72,31.21,31.63,31.89,30.55,31.3,30.72,30.96,30.96,29.82,30.72,31.21,31.63,31.89,30.55,31.3,30.72,30.96
2531.5587,31.05,30.06,30.8,31.13,31.55,31.72,30.63,31.55,30.72,30.88,31.05,30.06,30.8,31.13,31.55,31.72,30.63,31.55,30.72,30.88,31.05,30.06,30.8,31.13,31.55,31.72,30.63,31.55,30.72,30.88,31.05,30.06,30.8,31.13,31.55,31.72,30.63,31.55,30.72,30.88,31.05,30.06,30.8,31.13,31.55,31.72,30.63,31.55,30.72,30.88,31.05,30.06,30.8,31.13,31.55,31.72,30.63,31.55,30.72,30.88,31.05,30.06,30.8,31.13,31.55,31.72,30.63,31.55,30.72,30.88,31.05,30.06,30.8,31.13,31.55,31.72,30.63,31.55,30.72,30.88
2532.5593,31.21,30.06,30.8,30.96,31.3,31.8,30.63,31.55,30.55,30.72,31.21,30.06,30.8,30.96,31.3,31.8,30.63,31.55,30.55,30.72,31.21,30.06,30.8,30.96,31.3,31.8,30.63,31.55,30.55,30.72,31.21,30.06,30.8,30.96,31.3,31.8,30.63,31.55,30.55,30.72,31.21,30.06,30.8,30.96,31.3,31.8,30.63,31.55,30.55,30.72,31.21,30.06,30.8,30.96,31.3,31.8,30.63,31.55,30.55,30.72,31.21,30.06,30.8,30.96,31.3,31.8,30.63,31.55,30.55,30.72,31.21,30.06,30.8,30.96,31.3,31.8,30.63,31.55,30.55,30.72
2533.5605,31.13,29.9,30.55,31.05,31.63,31.98,30.63,31.47,30.72,31.05,31.13,29.9,30.55,31.05,31.63,31.98,30.63,31.47,30.72,31.05,31.13,29.9,30.55,31.05,31.63,31.98,30.63,31.47,30.72,31.05,31.13,29.9,30.55,31.05,31.63,31.98,30.63,31.47,30.72,31.05,31.13,29.9,30.55,31.05,31.63,31.98,30.63,31.47,30.72,31.05,31.13,29.9,30.55,31.05,31.63,31.98,30.63,31.47,30.72,31.05,31.13,29.9,30.55,31.05,31.63,31.98,30.63,31.47,30.72,31.05,31.13,29.9,30.55,31.05,31.63,31.98,30.63,31.47,30.72,31.05
2534.562,30.96,29.9,30.8,31.21,31.63,31.8,30.47,31.38,30.8,30.96,30.96,29.9,30.8,31.21,31.63,31.8,30.47,31.38,30.8,30.96,30.96,29.9,30.8,31.21,31.63,31.8,30.47,31.38,30.8,30.96,30.96,29.9,30.8,31.21,31.63,31.8,30.47,31.38,30.8,30.96,30.96,29.9,30.8,31.21,31.63,31.8,30.47,31.38,30.8,30.96,30.96,29.9,30.8,31.21,31.63,31.8,30.47,31.38,30.8,30.96,30.96,29.9,30.8,31.21,31.63,31.8,30.47,31.38,30.8,30.96,30.96,29.9,30.8,31.21,31.63,31.8,30.47,31.38,30.8,30.96
2535.563,31.13,29.98,30.55,31.05,31.63,31.98,30.72,31.47,30.39,30.88,31.13,29.98,30.55,31.05,31.63,31.98,30.72,31.47,30.39,30.88,31.13,29.98,30.55,31.05,31.63,31.98,30.72,31.47,30.39,30.88,31.13,29.98,30.55,31.05,31.63,31.98,30.72,31.47,30.39,30.88,31.13,29.98,30.55,31.05,31.63,31.98,30.72,31.47,30.39,30.88,31.13,29.98,30.55,31.05,31.63,31.98,30.72,31.47,30.39,30.88,31.13,29.98,30.55,31.05,31.63,31.98,30.72,31.47,30.39,30.88,31.13,29.98,30.55,31.05,31.63,31.98,30.72,31.47,30.39,30.88
2536.564,31.05,30.06,30.88,31.21,31.55,31.8,30.55,31.55,30.8,30.96,31.05,30.06,30.88,31.21,31.55,31.8,30.55,31.55,30.8,30.96,31.05,30.06,30.88,31.21,31.55,31.8,30.55,31.55,30.8,30.96,31.05,30.06,30.88,31.21,31.55,31.8,30.55,31.55,30.8,30.96,31.05,30.06,30.88,31.21,31.55,31.8,30.55,31.55,30.8,30.96,31.05,30.06,30.88,31.21,31.55,31.8,30.55,31.55,30.8,30.96,31.05,30.06,30.88,31.21,31.55,31.8,30.55,31.55,30.8,30.96,31.05,30.06,30.88,31.21,31.55,31.8,30.55,31.55,30.8,30.96
2537.566,31.05,30.06,30.88,31.21,31.63,31.8,30.63,31.63,30.8,30.96,31.05,30.06,30.88,31.21,31.63,31.8,30.63,31.63,30.8,30.96,31.05,30.06,30.88,31.21,31.63,31.8,30.63,31.63,30.8,30.96,31.05,30.06,30.88,31.21,31.63,31.8,30.63,31.63,30.8,30.96,31.05,30.06,30.88,31.21,31.63,31.8,30.63,31.63,30.8,30.96,31.05,30.06,30.88,31.21,31.63,31.8,30.63,31.63,30.8,30.96,31.05,30.06,30.88,31.21,31.63,31.8,30.63,31.63,30.8,30.96,31.05,30.06,30.88,31.21,31.63,31.8,30.63,31.63,30.8,30.96
2538.567,31.21,30.14,30.8,31.05,31.47,31.98,30.72,31.63,30.63,30.8,31.21,30.14,30.8,31.05,31.47,31.98,30.72,31.63,30.63,30.8,31.21,30.14,30.8,31.05,31.47,31.98,30.72,31.63,30.63,30.8,31.21,30.14,30.8,31.05,31.47,31.98,30.72,31.63,30.63,30.8,31.21,30.14,30.8,31.05,31.47,31.98,30.72,31.63,30.63,30.8,31.21,30.14,30.8,31.05,31.47,31.98,30.72,31.63,30.63,30.8,31.21,30.14,30.8,31.05,31.47,31.98,30.72,31.63,30.63,30.8,31.21,30.14,30.8,31.05,31.47,31.98,30.72,31.63,30.63,30.8
2539.5689,30.96,29.74,30.72,31.13,31.55,31.8,30.47,31.3,30.72,30.96,30.96,29.74,30.72,31.13,31.55,31.8,30.47,31.3,30.72,30.96,30.96,29.74,30.72,31.13,31.55,31.8,30.47,31.3,30.72,30.96,30.96,29.74,30.72,31.13,31.55,31.8,30.47,31.3,30.72,30.96,30.96,29.74,30.72,31.13,31.55,31.8,30.47,31.3,30.72,30.96,30.96,29.74,30.72,31.13,31.55,31.8,30.47,31.3,30.72,30.96,30.96,29.74,30.72,31.13,31.55,31.8,30.47,31.3,30.72,30.96,30.96,29.74,30.72,31.13,31.55,31.8,30.47,31.3,30.72,30.96
2540.57,31.05,29.82,30.72,31.21,31.63,31.89,30.55,31.38,30.72,30.96,31.05,29.82,30.72,31.21,31.63,31.89,30.55,31.38,30.72,30.96,31.05,29.82,30.72,31.21,31.63,31.89,30.55,31.38,30.72,30.96,31.05,29.82,30.72,31.21,31.63,31.89,30.55,31.38,30.72,30.96,31.05,29.82,30.72,31.21,31.63,31.89,30.55,31.38,30.72,30.96,31.05,29.82,30.72,31.21,31.63,31.89,30.55,31.38,30.72,30.96,31.05,29.82,30.72,31.21,31.63,31.89,30.55,31.38,30.72,30.96,31.05,29.82,30.72,31.21,31.63,31.89,30.55,31.38,30.72,30.96
2541.5711,31.05,29.9,30.8,31.3,31.63,31.89,30.55,31.3,30.72,31.05,31.05,29.9,30.8,31.3,31.63,31.89,30.55,31.3,30.72,31.05,31.05,29.9,30.8,31.3,31.63,31.89,30.55,31.3,30.72,31.05,31.05,29.9,30.8,31.3,31.63,31.89,30.55,31.3,30.72,31.05,31.05,29.9,30.8,31.3,31.63,31.89,30.55,31.3,30.72,31.05,31.05,29.9,30.8,31.3,31.63,31.89,30.55,31.3,30.72,31.05,31.05,29.9,30.8,31.3,31.63,31.89,30.55,31.3,30.72,31.05,31.05,29.9,30.8,31.3,31.63,31.89,30.55,31.3,30.72,31.05
2542.5718,31.21,30.06,30.72,31.05,31.47,31.98,30.72,31.63,30.55,30.72,31.21,30.06,30.72,31.05,31.47,31.98,30.72,31.63,30.55,30.72,31.21,30.06,30.72,31.05,31.47,31.98,30.72,31.63,30.55,30.72,31.21,30.06,30.72,31.05,31.47,31.98,30.72,31.63,30.55,30.72,31.21,30.06,30.72,31.05,31.47,31.98,30.72,31.63,30.55,30.72,31.21,30.06,30.72,31.05,31.47,31.98,30.72,31.63,30.55,30.72,31.21,30.06,30.72,31.05,31.47,31.98,30.72,31.63,30.55,30.72,31.21,30.06,30.72,31.05,31.47,31.98,30.72,31.63,30.55,30.72
2543.5727,31.21,30.14,30.88,31.13,31.47,31.72,30.72,31.63,30.72,30.88,31.21,30.14,30.88,31.13,31.47,31.72,30.72,31.63,30.72,30.88,31.21,30.14,30.88,31.13,31.47,31.72,30.72,31.63,30.72,30.88,31.21,30.14,30.88,31.13,31.47,31.72,30.72,31.63,30.72,30.88,31.21,30.14,30.88,31.13,31.47,31.72,30.72,31.63,30.72,30.88,31.21,30.14,30.88,31.13,31.47,31.72,30.72,31.63,30.72,30.88,31.21,30.14,30.88,31.13,31.47,31.72,30.72,31.63,30.72,30.88,31.21,30.14,30.88,31.13,31.47,31.72,30.72,31.63,30.72,30.88
2544.5739,31.3,30.14,30.88,31.13,31.47,31.89,30.72,31.63,30.72,30.8,31.3,30.14,30.88,31.13,31.47,31.89,30.72,31.63,30.72,30.8,31.3,30.14,30.88,31.13,31.47,31.89,30.72,31.63,30.72,30.8,31.3,30.14,30.88,31.13,31.47,31.89,30.72,31.63,30.72,30.8,31.3,30.14,30.88,31.13,31.47,31.89,30.72,31.63,30.72,30.8,31.3,30.14,30.88,31.13,31.47,31.89,30.72,31.63,30.72,30.8,31.3,30.14,30.88,31.13,31.47,31.89,30.72,31.63,30.72,30.8,31.3,30.14,30.88,31.13,31.47,31.89,30.72,31.63,30.72,30.8
