time(s),seg1_sens1,seg1_sens2,seg1_sens3,seg1_sens4,seg1_sens5,seg1_sens6,seg1_sens7,seg1_sens8,seg1_sens9,seg1_sens10,seg2_sens1,seg2_sens2,seg2_sens3,seg2_sens4,seg2_sens5,seg2_sens6,seg2_sens7,seg2_sens8,seg2_sens9,seg2_sens10,seg3_sens1,seg3_sens2,seg3_sens3,seg3_sens4,seg3_sens5,seg3_sens6,seg3_sens7,seg3_sens8,seg3_sens9,seg3_sens10,seg4_sens1,seg4_sens2,seg4_sens3,seg4_sens4,seg4_sens5,seg4_sens6,seg4_sens7,seg4_sens8,seg4_sens9,seg4_sens10,seg5_sens1,seg5_sens2,seg5_sens3,seg5_sens4,seg5_sens5,seg5_sens6,seg5_sens7,seg5_sens8,seg5_sens9,seg5_sens10,seg6_sens1,seg6_sens2,seg6_sens3,seg6_sens4,seg6_sens5,seg6_sens6,seg6_sens7,seg6_sens8,seg6_sens9,seg6_sens10,seg7_sens1,seg7_sens2,seg7_sens3,seg7_sens4,seg7_sens5,seg7_sens6,seg7_sens7,seg7_sens8,seg7_sens9,seg7_sens10,seg8_sens1,seg8_sens2,seg8_sens3,seg8_sens4,seg8_sens5,seg8_sens6,seg8_sens7,seg8_sens8,seg8_sens9,seg8_sens10
31.0642,23.33,23.25,22.94,23.56,23.86,23.56,23.71,23.63,23.33,23.56,23.33,23.25,22.94,23.56,23.86,23.56,23.71,23.63,23.33,23.56,23.33,23.25,22.94,23.56,23.86,23.56,23.71,23.63,23.33,23.56,23.33,23.25,22.94,23.56,23.86,23.56,23.71,23.63,23.33,23.56,23.33,23.25,22.94,23.56,23.86,23.56,23.71,23.63,23.33,23.56,23.33,23.25,22.94,23.56,23.86,23.56,23.71,23.63,23.33,23.56,23.33,23.25,22.94,23.56,23.86,23.56,23.71,23.63,23.33,23.56,23.33,23.25,22.94,23.56,23.86,23.56,23.71,23.63,23.33,23.56
32.0675,23.25,23.33,23.17,23.63,23.79,23.33,23.56,23.63,23.48,23.48,23.25,23.33,23.17,23.63,23.79,23.33,23.56,23.63,23.48,23.48,23.25,23.33,23.17,23.63,23.79,23.33,23.56,23.63,23.48,23.48,23.25,23.33,23.17,23.63,23.79,23.33,23.56,23.63,23.48,23.48,23.25,23.33,23.17,23.63,23.79,23.33,23.56,23.63,23.48,23.48,23.25,23.33,23.17,23.63,23.79,23.33,23.56,23.63,23.48,23.48,23.25,23.33,23.17,23.63,23.79,23.33,23.56,23.63,23.48,23.48,23.25,23.33,23.17,23.63,23.79,23.33,23.56,23.63,23.48,23.48
33.0706,23.4,23.33,23.09,23.48,23.86,23.56,23.79,23.71,23.33,23.56,23.4,23.33,23.09,23.48,23.86,23.56,23.79,23.71,23.33,23.56,23.4,23.33,23.09,23.48,23.86,23.56,23.79,23.71,23.33,23.56,23.4,23.33,23.09,23.48,23.86,23.56,23.79,23.71,23.33,23.56,23.4,23.33,23.09,23.48,23.86,23.56,23.79,23.71,23.33,23.56,23.4,23.33,23.09,23.48,23.86,23.56,23.79,23.71,23.33,23.56,23.4,23.33,23.09,23.48,23.86,23.56,23.79,23.71,23.33,23.56,23.4,23.33,23.09,23.48,23.86,23.56,23.79,23.71,23.33,23.56
34.0722,23.4,23.33,22.94,23.71,23.94,23.56,23.71,23.63,23.56,23.71,23.4,23.33,22.94,23.71,23.94,23.56,23.71,23.63,23.56,23.71,23.4,23.33,22.94,23.71,23.94,23.56,23.71,23.63,23.56,23.71,23.4,23.33,22.94,23.71,23.94,23.56,23.71,23.63,23.56,23.71,23.4,23.33,22.94,23.71,23.94,23.56,23.71,23.63,23.56,23.71,23.4,23.33,22.94,23.71,23.94,23.56,23.71,23.63,23.56,23.71,23.4,23.33,22.94,23.71,23.94,23.56,23.71,23.63,23.56,23.71,23.4,23.33,22.94,23.71,23.94,23.56,23.71,23.63,23.56,23.71
35.0752,23.4,23.33,23.02,23.56,23.94,23.56,23.71,23.63,23.48,23.63,23.4,23.33,23.02,23.56,23.94,23.56,23.71,23.63,23.48,23.63,23.4,23.33,23.02,23.56,23.94,23.56,23.71,23.63,23.48,23.63,23.4,23.33,23.02,23.56,23.94,23.56,23.71,23.63,23.48,23.63,23.4,23.33,23.02,23.56,23.94,23.56,23.71,23.63,23.48,23.63,23.4,23.33,23.02,23.56,23.94,23.56,23.71,23.63,23.48,23.63,23.4,23.33,23.02,23.56,23.94,23.56,23.71,23.63,23.48,23.63,23.4,23.33,23.02,23.56,23.94,23.56,23.71,23.63,23.48,23.63
36.0803,23.33,23.25,22.94,23.56,23.86,23.48,23.71,23.56,23.56,23.63,23.33,23.25,22.94,23.56,23.86,23.48,23.71,23.56,23.56,23.63,23.33,23.25,22.94,23.56,23.86,23.48,23.71,23.56,23.56,23.63,23.33,23.25,22.94,23.56,23.86,23.48,23.71,23.56,23.56,23.63,23.33,23.25,22.94,23.56,23.86,23.48,23.71,23.56,23.56,23.63,23.33,23.25,22.94,23.56,23.86,23.48,23.71,23.56,23.56,23.63,23.33,23.25,22.94,23.56,23.86,23.48,23.71,23.56,23.56,23.63,23.33,23.25,22.94,23.56,23.86,23.48,23.71,23.56,23.56,23.63
37.0839,23.17,23.17,23.09,23.71,23.94,23.48,23.56,23.71,23.63,23.63,23.17,23.17,23.09,23.71,23.94,23.48,23.56,23.71,23.63,23.63,23.17,23.17,23.09,23.71,23.94,23.48,23.56,23.71,23.63,23.63,23.17,23.17,23.09,23.71,23.94,23.48,23.56,23.71,23.63,23.63,23.17,23.17,23.09,23.71,23.94,23.48,23.56,23.71,23.63,23.63,23.17,23.17,23.09,23.71,23.94,23.48,23.56,23.71,23.63,23.63,23.17,23.17,23.09,23.71,23.94,23.48,23.56,23.71,23.63,23.63,23.17,23.17,23.09,23.71,23.94,23.48,23.56,23.71,23.63,23.63
38.0888,23.25,23.33,23.17,23.63,23.79,23.4,23.71,23.71,23.48,23.48,23.25,23.33,23.17,23.63,23.79,23.4,23.71,23.71,23.48,23.48,23.25,23.33,23.17,23.63,23.79,23.4,23.71,23.71,23.48,23.48,23.25,23.33,23.17,23.63,23.79,23.4,23.71,23.71,23.48,23.48,23.25,23.33,23.17,23.63,23.79,23.4,23.71,23.71,23.48,23.48,23.25,23.33,23.17,23.63,23.79,23.4,23.71,23.71,23.48,23.48,23.25,23.33,23.17,23.63,23.79,23.4,23.71,23.71,23.48,23.48,23.25,23.33,23.17,23.63,23.79,23.4,23.71,23.71,23.48,23.48
39.0941,23.25,23.25,23.09,23.71,23.94,23.48,23.56,23.63,23.56,23.63,23.25,23.25,23.09,23.71,23.94,23.48,23.56,23.63,23.56,23.63,23.25,23.25,23.09,23.71,23.94,23.48,23.56,23.63,23.56,23.63,23.25,23.25,23.09,23.71,23.94,23.48,23.56,23.63,23.56,23.63,23.25,23.25,23.09,23.71,23.94,23.48,23.56,23.63,23.56,23.63,23.25,23.25,23.09,23.71,23.94,23.48,23.56,23.63,23.56,23.63,23.25,23.25,23.09,23.71,23.94,23.48,23.56,23.63,23.56,23.63,23.25,23.25,23.09,23.71,23.94,23.48,23.56,23.63,23.56,23.63
40.1011,23.4,23.25,23.02,23.56,23.94,23.56,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.56,23.94,23.56,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.56,23.94,23.56,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.56,23.94,23.56,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.56,23.94,23.56,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.56,23.94,23.56,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.56,23.94,23.56,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.56,23.94,23.56,23.79,23.63,23.56,23.71
41.1061,23.4,23.4,23.17,23.71,23.79,23.4,23.79,23.79,23.56,23.56,23.4,23.4,23.17,23.71,23.79,23.4,23.79,23.79,23.56,23.56,23.4,23.4,23.17,23.71,23.79,23.4,23.79,23.79,23.56,23.56,23.4,23.4,23.17,23.71,23.79,23.4,23.79,23.79,23.56,23.56,23.4,23.4,23.17,23.71,23.79,23.4,23.79,23.79,23.56,23.56,23.4,23.4,23.17,23.71,23.79,23.4,23.79,23.79,23.56,23.56,23.4,23.4,23.17,23.71,23.79,23.4,23.79,23.79,23.56,23.56,23.4,23.4,23.17,23.71,23.79,23.4,23.79,23.79,23.56,23.56
42.1111,23.33,23.17,23.09,23.79,23.94,23.48,23.63,23.56,23.56,23.63,23.33,23.17,23.09,23.79,23.94,23.48,23.63,23.56,23.56,23.63,23.33,23.17,23.09,23.79,23.94,23.48,23.63,23.56,23.56,23.63,23.33,23.17,23.09,23.79,23.94,23.48,23.63,23.56,23.56,23.63,23.33,23.17,23.09,23.79,23.94,23.48,23.63,23.56,23.56,23.63,23.33,23.17,23.09,23.79,23.94,23.48,23.63,23.56,23.56,23.63,23.33,23.17,23.09,23.79,23.94,23.48,23.63,23.56,23.56,23.63,23.33,23.17,23.09,23.79,23.94,23.48,23.63,23.56,23.56,23.63
43.1151,23.4,23.25,22.94,23.71,23.94,23.56,23.71,23.56,23.56,23.63,23.4,23.25,22.94,23.71,23.94,23.56,23.71,23.56,23.56,23.63,23.4,23.25,22.94,23.71,23.94,23.56,23.71,23.56,23.56,23.63,23.4,23.25,22.94,23.71,23.94,23.56,23.71,23.56,23.56,23.63,23.4,23.25,22.94,23.71,23.94,23.56,23.71,23.56,23.56,23.63,23.4,23.25,22.94,23.71,23.94,23.56,23.71,23.56,23.56,23.63,23.4,23.25,22.94,23.71,23.94,23.56,23.71,23.56,23.56,23.63,23.4,23.25,22.94,23.71,23.94,23.56,23.71,23.56,23.56,23.63
44.123,23.25,23.25,23.17,23.71,23.86,23.33,23.48,23.63,23.56,23.56,23.25,23.25,23.17,23.71,23.86,23.33,23.48,23.63,23.56,23.56,23.25,23.25,23.17,23.71,23.86,23.33,23.48,23.63,23.56,23.56,23.25,23.25,23.17,23.71,23.86,23.33,23.48,23.63,23.56,23.56,23.25,23.25,23.17,23.71,23.86,23.33,23.48,23.63,23.56,23.56,23.25,23.25,23.17,23.71,23.86,23.33,23.48,23.63,23.56,23.56,23.25,23.25,23.17,23.71,23.86,23.33,23.48,23.63,23.56,23.56,23.25,23.25,23.17,23.71,23.86,23.33,23.48,23.63,23.56,23.56
45.1301,23.25,23.25,23.17,23.63,23.79,23.33,23.56,23.71,23.48,23.48,23.25,23.25,23.17,23.63,23.79,23.33,23.56,23.71,23.48,23.48,23.25,23.25,23.17,23.63,23.79,23.33,23.56,23.71,23.48,23.48,23.25,23.25,23.17,23.63,23.79,23.33,23.56,23.71,23.48,23.48,23.25,23.25,23.17,23.63,23.79,23.33,23.56,23.71,23.48,23.48,23.25,23.25,23.17,23.63,23.79,23.33,23.56,23.71,23.48,23.48,23.25,23.25,23.17,23.63,23.79,23.33,23.56,23.71,23.48,23.48,23.25,23.25,23.17,23.63,23.79,23.33,23.56,23.71,23.48,23.48
46.1376,23.48,23.4,23.17,23.63,23.79,23.56,23.79,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.79,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.79,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.79,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.79,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.79,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.79,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.79,23.79,23.48,23.56
47.1425,23.25,23.4,23.17,23.71,23.86,23.4,23.71,23.79,23.56,23.56,23.25,23.4,23.17,23.71,23.86,23.4,23.71,23.79,23.56,23.56,23.25,23.4,23.17,23.71,23.86,23.4,23.71,23.79,23.56,23.56,23.25,23.4,23.17,23.71,23.86,23.4,23.71,23.79,23.56,23.56,23.25,23.4,23.17,23.71,23.86,23.4,23.71,23.79,23.56,23.56,23.25,23.4,23.17,23.71,23.86,23.4,23.71,23.79,23.56,23.56,23.25,23.4,23.17,23.71,23.86,23.4,23.71,23.79,23.56,23.56,23.25,23.4,23.17,23.71,23.86,23.4,23.71,23.79,23.56,23.56
48.1495,23.4,23.33,23.02,23.56,23.94,23.63,23.79,23.71,23.56,23.71,23.4,23.33,23.02,23.56,23.94,23.63,23.79,23.71,23.56,23.71,23.4,23.33,23.02,23.56,23.94,23.63,23.79,23.71,23.56,23.71,23.4,23.33,23.02,23.56,23.94,23.63,23.79,23.71,23.56,23.71,23.4,23.33,23.02,23.56,23.94,23.63,23.79,23.71,23.56,23.71,23.4,23.33,23.02,23.56,23.94,23.63,23.79,23.71,23.56,23.71,23.4,23.33,23.02,23.56,23.94,23.63,23.79,23.71,23.56,23.71,23.4,23.33,23.02,23.56,23.94,23.63,23.79,23.71,23.56,23.71
49.1561,23.33,23.33,23.09,23.63,23.86,23.56,23.86,23.79,23.48,23.56,23.33,23.33,23.09,23.63,23.86,23.56,23.86,23.79,23.48,23.56,23.33,23.33,23.09,23.63,23.86,23.56,23.86,23.79,23.48,23.56,23.33,23.33,23.09,23.63,23.86,23.56,23.86,23.79,23.48,23.56,23.33,23.33,23.09,23.63,23.86,23.56,23.86,23.79,23.48,23.56,23.33,23.33,23.09,23.63,23.86,23.56,23.86,23.79,23.48,23.56,23.33,23.33,23.09,23.63,23.86,23.56,23.86,23.79,23.48,23.56,23.33,23.33,23.09,23.63,23.86,23.56,23.86,23.79,23.48,23.56
50.162,23.4,23.25,23.02,23.79,24.02,23.63,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.79,24.02,23.63,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.79,24.02,23.63,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.79,24.02,23.63,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.79,24.02,23.63,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.79,24.02,23.63,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.79,24.02,23.63,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.79,24.02,23.63,23.79,23.63,23.56,23.71
51.1673,23.25,23.33,23.25,23.79,23.94,23.48,23.71,23.79,23.63,23.63,23.25,23.33,23.25,23.79,23.94,23.48,23.71,23.79,23.63,23.63,23.25,23.33,23.25,23.79,23.94,23.48,23.71,23.79,23.63,23.63,23.25,23.33,23.25,23.79,23.94,23.48,23.71,23.79,23.63,23.63,23.25,23.33,23.25,23.79,23.94,23.48,23.71,23.79,23.63,23.63,23.25,23.33,23.25,23.79,23.94,23.48,23.71,23.79,23.63,23.63,23.25,23.33,23.25,23.79,23.94,23.48,23.71,23.79,23.63,23.63,23.25,23.33,23.25,23.79,23.94,23.48,23.71,23.79,23.63,23.63
52.1744,23.4,23.17,23.09,23.79,23.94,23.56,23.63,23.56,23.56,23.63,23.4,23.17,23.09,23.79,23.94,23.56,23.63,23.56,23.56,23.63,23.4,23.17,23.09,23.79,23.94,23.56,23.63,23.56,23.56,23.63,23.4,23.17,23.09,23.79,23.94,23.56,23.63,23.56,23.56,23.63,23.4,23.17,23.09,23.79,23.94,23.56,23.63,23.56,23.56,23.63,23.4,23.17,23.09,23.79,23.94,23.56,23.63,23.56,23.56,23.63,23.4,23.17,23.09,23.79,23.94,23.56,23.63,23.56,23.56,23.63,23.4,23.17,23.09,23.79,23.94,23.56,23.63,23.56,23.56,23.63
53.1811,23.48,23.4,23.17,23.63,23.86,23.63,23.86,23.79,23.4,23.71,23.48,23.4,23.17,23.63,23.86,23.63,23.86,23.79,23.4,23.71,23.48,23.4,23.17,23.63,23.86,23.63,23.86,23.79,23.4,23.71,23.48,23.4,23.17,23.63,23.86,23.63,23.86,23.79,23.4,23.71,23.48,23.4,23.17,23.63,23.86,23.63,23.86,23.79,23.4,23.71,23.48,23.4,23.17,23.63,23.86,23.63,23.86,23.79,23.4,23.71,23.48,23.4,23.17,23.63,23.86,23.63,23.86,23.79,23.4,23.71,23.48,23.4,23.17,23.63,23.86,23.63,23.86,23.79,23.4,23.71
54.1816,23.33,23.4,23.25,23.79,23.86,23.4,23.71,23.86,23.56,23.63,23.33,23.4,23.25,23.79,23.86,23.4,23.71,23.86,23.56,23.63,23.33,23.4,23.25,23.79,23.86,23.4,23.71,23.86,23.56,23.63,23.33,23.4,23.25,23.79,23.86,23.4,23.71,23.86,23.56,23.63,23.33,23.4,23.25,23.79,23.86,23.4,23.71,23.86,23.56,23.63,23.33,23.4,23.25,23.79,23.86,23.4,23.71,23.86,23.56,23.63,23.33,23.4,23.25,23.79,23.86,23.4,23.71,23.86,23.56,23.63,23.33,23.4,23.25,23.79,23.86,23.4,23.71,23.86,23.56,23.63
55.1816,23.4,23.4,23.25,23.71,23.79,23.48,23.79,23.79,23.48,23.48,23.4,23.4,23.25,23.71,23.79,23.48,23.79,23.79,23.48,23.48,23.4,23.4,23.25,23.71,23.79,23.48,23.79,23.79,23.48,23.48,23.4,23.4,23.25,23.71,23.79,23.48,23.79,23.79,23.48,23.48,23.4,23.4,23.25,23.71,23.79,23.48,23.79,23.79,23.48,23.48,23.4,23.4,23.25,23.71,23.79,23.48,23.79,23.79,23.48,23.48,23.4,23.4,23.25,23.71,23.79,23.48,23.79,23.79,23.48,23.48,23.4,23.4,23.25,23.71,23.79,23.48,23.79,23.79,23.48,23.48
56.1832,23.48,23.4,23.17,23.63,23.79,23.56,23.86,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.86,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.86,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.86,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.86,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.86,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.86,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.86,23.79,23.48,23.56
57.1865,23.4,23.25,23.17,23.86,24.09,23.63,23.79,23.63,23.63,23.71,23.4,23.25,23.17,23.86,24.09,23.63,23.79,23.63,23.63,23.71,23.4,23.25,23.17,23.86,24.09,23.63,23.79,23.63,23.63,23.71,23.4,23.25,23.17,23.86,24.09,23.63,23.79,23.63,23.63,23.71,23.4,23.25,23.17,23.86,24.09,23.63,23.79,23.63,23.63,23.71,23.4,23.25,23.17,23.86,24.09,23.63,23.79,23.63,23.63,23.71,23.4,23.25,23.17,23.86,24.09,23.63,23.79,23.63,23.63,23.71,23.4,23.25,23.17,23.86,24.09,23.63,23.79,23.63,23.63,23.71
58.1885,23.48,23.25,23.09,23.79,24.02,23.63,23.71,23.63,23.63,23.71,23.48,23.25,23.09,23.79,24.02,23.63,23.71,23.63,23.63,23.71,23.48,23.25,23.09,23.79,24.02,23.63,23.71,23.63,23.63,23.71,23.48,23.25,23.09,23.79,24.02,23.63,23.71,23.63,23.63,23.71,23.48,23.25,23.09,23.79,24.02,23.63,23.71,23.63,23.63,23.71,23.48,23.25,23.09,23.79,24.02,23.63,23.71,23.63,23.63,23.71,23.48,23.25,23.09,23.79,24.02,23.63,23.71,23.63,23.63,23.71,23.48,23.25,23.09,23.79,24.02,23.63,23.71,23.63,23.63,23.71
59.1891,23.56,23.4,23.17,23.56,23.79,23.56,23.79,23.71,23.4,23.71,23.56,23.4,23.17,23.56,23.79,23.56,23.79,23.71,23.4,23.71,23.56,23.4,23.17,23.56,23.79,23.56,23.79,23.71,23.4,23.71,23.56,23.4,23.17,23.56,23.79,23.56,23.79,23.71,23.4,23.71,23.56,23.4,23.17,23.56,23.79,23.56,23.79,23.71,23.4,23.71,23.56,23.4,23.17,23.56,23.79,23.56,23.79,23.71,23.4,23.71,23.56,23.4,23.17,23.56,23.79,23.56,23.79,23.71,23.4,23.71,23.56,23.4,23.17,23.56,23.79,23.56,23.79,23.71,23.4,23.71
60.1904,23.4,23.17,23.17,23.86,24.02,23.63,23.71,23.71,23.71,23.71,23.4,23.17,23.17,23.86,24.02,23.63,23.71,23.71,23.71,23.71,23.4,23.17,23.17,23.86,24.02,23.63,23.71,23.71,23.71,23.71,23.4,23.17,23.17,23.86,24.02,23.63,23.71,23.71,23.71,23.71,23.4,23.17,23.17,23.86,24.02,23.63,23.71,23.71,23.71,23.71,23.4,23.17,23.17,23.86,24.02,23.63,23.71,23.71,23.71,23.71,23.4,23.17,23.17,23.86,24.02,23.63,23.71,23.71,23.71,23.71,23.4,23.17,23.17,23.86,24.02,23.63,23.71,23.71,23.71,23.71
61.1925,23.4,23.48,23.33,23.86,23.94,23.48,23.71,23.86,23.63,23.63,23.4,23.48,23.33,23.86,23.94,23.48,23.71,23.86,23.63,23.63,23.4,23.48,23.33,23.86,23.94,23.48,23.71,23.86,23.63,23.63,23.4,23.48,23.33,23.86,23.94,23.48,23.71,23.86,23.63,23.63,23.4,23.48,23.33,23.86,23.94,23.48,23.71,23.86,23.63,23.63,23.4,23.48,23.33,23.86,23.94,23.48,23.71,23.86,23.63,23.63,23.4,23.48,23.33,23.86,23.94,23.48,23.71,23.86,23.63,23.63,23.4,23.48,23.33,23.86,23.94,23.48,23.71,23.86,23.63,23.63
62.1941,23.56,23.33,23.09,23.71,24.02,23.71,23.79,23.79,23.63,23.79,23.56,23.33,23.09,23.71,24.02,23.71,23.79,23.79,23.63,23.79,23.56,23.33,23.09,23.71,24.02,23.71,23.79,23.79,23.63,23.79,23.56,23.33,23.09,23.71,24.02,23.71,23.79,23.79,23.63,23.79,23.56,23.33,23.09,23.71,24.02,23.71,23.79,23.79,23.63,23.79,23.56,23.33,23.09,23.71,24.02,23.71,23.79,23.79,23.63,23.79,23.56,23.33,23.09,23.71,24.02,23.71,23.79,23.79,23.63,23.79,23.56,23.33,23.09,23.71,24.02,23.71,23.79,23.79,23.63,23.79
63.2001,23.4,23.4,23.25,23.79,23.94,23.48,23.79,23.86,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.79,23.86,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.79,23.86,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.79,23.86,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.79,23.86,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.79,23.86,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.79,23.86,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.79,23.86,23.63,23.63
64.2071,23.33,23.17,23.09,23.71,23.94,23.48,23.63,23.71,23.63,23.63,23.33,23.17,23.09,23.71,23.94,23.48,23.63,23.71,23.63,23.63,23.33,23.17,23.09,23.71,23.94,23.48,23.63,23.71,23.63,23.63,23.33,23.17,23.09,23.71,23.94,23.48,23.63,23.71,23.63,23.63,23.33,23.17,23.09,23.71,23.94,23.48,23.63,23.71,23.63,23.63,23.33,23.17,23.09,23.71,23.94,23.48,23.63,23.71,23.63,23.63,23.33,23.17,23.09,23.71,23.94,23.48,23.63,23.71,23.63,23.63,23.33,23.17,23.09,23.71,23.94,23.48,23.63,23.71,23.63,23.63
65.2143,23.56,23.48,23.33,23.79,23.94,23.56,23.86,23.94,23.56,23.56,23.56,23.48,23.33,23.79,23.94,23.56,23.86,23.94,23.56,23.56,23.56,23.48,23.33,23.79,23.94,23.56,23.86,23.94,23.56,23.56,23.56,23.48,23.33,23.79,23.94,23.56,23.86,23.94,23.56,23.56,23.56,23.48,23.33,23.79,23.94,23.56,23.86,23.94,23.56,23.56,23.56,23.48,23.33,23.79,23.94,23.56,23.86,23.94,23.56,23.56,23.56,23.48,23.33,23.79,23.94,23.56,23.86,23.94,23.56,23.56,23.56,23.48,23.33,23.79,23.94,23.56,23.86,23.94,23.56,23.56
66.2201,23.25,23.4,23.25,23.79,23.94,23.48,23.71,23.86,23.63,23.63,23.25,23.4,23.25,23.79,23.94,23.48,23.71,23.86,23.63,23.63,23.25,23.4,23.25,23.79,23.94,23.48,23.71,23.86,23.63,23.63,23.25,23.4,23.25,23.79,23.94,23.48,23.71,23.86,23.63,23.63,23.25,23.4,23.25,23.79,23.94,23.48,23.71,23.86,23.63,23.63,23.25,23.4,23.25,23.79,23.94,23.48,23.71,23.86,23.63,23.63,23.25,23.4,23.25,23.79,23.94,23.48,23.71,23.86,23.63,23.63,23.25,23.4,23.25,23.79,23.94,23.48,23.71,23.86,23.63,23.63
67.2205,23.56,23.33,23.09,23.79,24.09,23.71,23.79,23.71,23.48,23.63,23.56,23.33,23.09,23.79,24.09,23.71,23.79,23.71,23.48,23.63,23.56,23.33,23.09,23.79,24.09,23.71,23.79,23.71,23.48,23.63,23.56,23.33,23.09,23.79,24.09,23.71,23.79,23.71,23.48,23.63,23.56,23.33,23.09,23.79,24.09,23.71,23.79,23.71,23.48,23.63,23.56,23.33,23.09,23.79,24.09,23.71,23.79,23.71,23.48,23.63,23.56,23.33,23.09,23.79,24.09,23.71,23.79,23.71,23.48,23.63,23.56,23.33,23.09,23.79,24.09,23.71,23.79,23.71,23.48,23.63
68.2218,23.4,23.4,23.25,23.79,23.94,23.48,23.63,23.79,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.63,23.79,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.63,23.79,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.63,23.79,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.63,23.79,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.63,23.79,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.63,23.79,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.63,23.79,23.63,23.63
69.222,23.48,23.48,23.33,23.79,23.86,23.56,23.86,23.94,23.56,23.56,23.48,23.48,23.33,23.79,23.86,23.56,23.86,23.94,23.56,23.56,23.48,23.48,23.33,23.79,23.86,23.56,23.86,23.94,23.56,23.56,23.48,23.48,23.33,23.79,23.86,23.56,23.86,23.94,23.56,23.56,23.48,23.48,23.33,23.79,23.86,23.56,23.86,23.94,23.56,23.56,23.48,23.48,23.33,23.79,23.86,23.56,23.86,23.94,23.56,23.56,23.48,23.48,23.33,23.79,23.86,23.56,23.86,23.94,23.56,23.56,23.48,23.48,23.33,23.79,23.86,23.56,23.86,23.94,23.56,23.56
70.2295,23.56,23.48,23.25,23.71,23.86,23.71,23.86,23.86,23.48,23.79,23.56,23.48,23.25,23.71,23.86,23.71,23.86,23.86,23.48,23.79,23.56,23.48,23.25,23.71,23.86,23.71,23.86,23.86,23.48,23.79,23.56,23.48,23.25,23.71,23.86,23.71,23.86,23.86,23.48,23.79,23.56,23.48,23.25,23.71,23.86,23.71,23.86,23.86,23.48,23.79,23.56,23.48,23.25,23.71,23.86,23.71,23.86,23.86,23.48,23.79,23.56,23.48,23.25,23.71,23.86,23.71,23.86,23.86,23.48,23.79,23.56,23.48,23.25,23.71,23.86,23.71,23.86,23.86,23.48,23.79
71.2304,23.33,23.4,23.25,23.79,23.94,23.48,23.71,23.86,23.63,23.63,23.33,23.4,23.25,23.79,23.94,23.48,23.71,23.86,23.63,23.63,23.33,23.4,23.25,23.79,23.94,23.48,23.71,23.86,23.63,23.63,23.33,23.4,23.25,23.79,23.94,23.48,23.71,23.86,23.63,23.63,23.33,23.4,23.25,23.79,23.94,23.48,23.71,23.86,23.63,23.63,23.33,23.4,23.25,23.79,23.94,23.48,23.71,23.86,23.63,23.63,23.33,23.4,23.25,23.79,23.94,23.48,23.71,23.86,23.63,23.63,23.33,23.4,23.25,23.79,23.94,23.48,23.71,23.86,23.63,23.63
