time(s),seg1_sens1,seg1_sens2,seg1_sens3,seg1_sens4,seg1_sens5,seg1_sens6,seg1_sens7,seg1_sens8,seg1_sens9,seg1_sens10,seg2_sens1,seg2_sens2,seg2_sens3,seg2_sens4,seg2_sens5,seg2_sens6,seg2_sens7,seg2_sens8,seg2_sens9,seg2_sens10,seg3_sens1,seg3_sens2,seg3_sens3,seg3_sens4,seg3_sens5,seg3_sens6,seg3_sens7,seg3_sens8,seg3_sens9,seg3_sens10,seg4_sens1,seg4_sens2,seg4_sens3,seg4_sens4,seg4_sens5,seg4_sens6,seg4_sens7,seg4_sens8,seg4_sens9,seg4_sens10,seg5_sens1,seg5_sens2,seg5_sens3,seg5_sens4,seg5_sens5,seg5_sens6,seg5_sens7,seg5_sens8,seg5_sens9,seg5_sens10,seg6_sens1,seg6_sens2,seg6_sens3,seg6_sens4,seg6_sens5,seg6_sens6,seg6_sens7,seg6_sens8,seg6_sens9,seg6_sens10,seg7_sens1,seg7_sens2,seg7_sens3,seg7_sens4,seg7_sens5,seg7_sens6,seg7_sens7,seg7_sens8,seg7_sens9,seg7_sens10,seg8_sens1,seg8_sens2,seg8_sens3,seg8_sens4,seg8_sens5,seg8_sens6,seg8_sens7,seg8_sens8,seg8_sens9,seg8_sens10,fl_inner,fl_middle,fl_outer,fr_inner,fr_middle,fr_outer,rl_inner,rl_middle,rl_outer,rr_inner,rr_middle,rr_outer
34.0722,23.4,23.33,22.94,23.71,23.94,23.56,23.71,23.63,23.56,23.71,23.4,23.33,22.94,23.71,23.94,23.56,23.71,23.63,23.56,23.71,23.4,23.33,22.94,23.71,23.94,23.56,23.71,23.63,23.56,23.71,23.4,23.33,22.94,23.71,23.94,23.56,23.71,23.63,23.56,23.71,23.4,23.33,22.94,23.71,23.94,23.56,23.71,23.63,23.56,23.71,23.4,23.33,22.94,23.71,23.94,23.56,23.71,23.63,23.56,23.71,23.4,23.33,22.94,23.71,23.94,23.56,23.71,23.63,23.56,23.71,23.4,23.33,22.94,23.71,23.94,23.56,23.71,23.63,23.56,23.71,28.59,27.67,27.78,28.84,27.77,26.96,29.27,26.44,26.34,28.12,29.15,25.61
35.0752,23.4,23.33,23.02,23.56,23.94,23.56,23.71,23.63,23.48,23.63,23.4,23.33,23.02,23.56,23.94,23.56,23.71,23.63,23.48,23.63,23.4,23.33,23.02,23.56,23.94,23.56,23.71,23.63,23.48,23.63,23.4,23.33,23.02,23.56,23.94,23.56,23.71,23.63,23.48,23.63,23.4,23.33,23.02,23.56,23.94,23.56,23.71,23.63,23.48,23.63,23.4,23.33,23.02,23.56,23.94,23.56,23.71,23.63,23.48,23.63,23.4,23.33,23.02,23.56,23.94,23.56,23.71,23.63,23.48,23.63,23.4,23.33,23.02,23.56,23.94,23.56,23.71,23.63,23.48,23.63,28.39,27.6,28.6,28.49,28.36,26.27,30.41,27.3,27.14,26.84,28.3,26.73
36.0803,23.33,23.25,22.94,23.56,23.86,23.48,23.71,23.56,23.56,23.63,23.33,23.25,22.94,23.56,23.86,23.48,23.71,23.56,23.56,23.63,23.33,23.25,22.94,23.56,23.86,23.48,23.71,23.56,23.56,23.63,23.33,23.25,22.94,23.56,23.86,23.48,23.71,23.56,23.56,23.63,23.33,23.25,22.94,23.56,23.86,23.48,23.71,23.56,23.56,23.63,23.33,23.25,22.94,23.56,23.86,23.48,23.71,23.56,23.56,23.63,23.33,23.25,22.94,23.56,23.86,23.48,23.71,23.56,23.56,23.63,23.33,23.25,22.94,23.56,23.86,23.48,23.71,23.56,23.56,23.63,28.37,27.43,27.42,31.79,28.92,27.03,29.8,28.28,27.15,28.32,28.54,25.13
37.0839,23.17,23.17,23.09,23.71,23.94,23.48,23.56,23.71,23.63,23.63,23.17,23.17,23.09,23.71,23.94,23.48,23.56,23.71,23.63,23.63,23.17,23.17,23.09,23.71,23.94,23.48,23.56,23.71,23.63,23.63,23.17,23.17,23.09,23.71,23.94,23.48,23.56,23.71,23.63,23.63,23.17,23.17,23.09,23.71,23.94,23.48,23.56,23.71,23.63,23.63,23.17,23.17,23.09,23.71,23.94,23.48,23.56,23.71,23.63,23.63,23.17,23.17,23.09,23.71,23.94,23.48,23.56,23.71,23.63,23.63,23.17,23.17,23.09,23.71,23.94,23.48,23.56,23.71,23.63,23.63,28.11,27.67,27.09,29.36,28.11,27.55,28.5,27.73,26.8,27.84,28.59,25.89
38.0888,23.25,23.33,23.17,23.63,23.79,23.4,23.71,23.71,23.48,23.48,23.25,23.33,23.17,23.63,23.79,23.4,23.71,23.71,23.48,23.48,23.25,23.33,23.17,23.63,23.79,23.4,23.71,23.71,23.48,23.48,23.25,23.33,23.17,23.63,23.79,23.4,23.71,23.71,23.48,23.48,23.25,23.33,23.17,23.63,23.79,23.4,23.71,23.71,23.48,23.48,23.25,23.33,23.17,23.63,23.79,23.4,23.71,23.71,23.48,23.48,23.25,23.33,23.17,23.63,23.79,23.4,23.71,23.71,23.48,23.48,23.25,23.33,23.17,23.63,23.79,23.4,23.71,23.71,23.48,23.48,27.24,26.67,28.08,28.76,28.25,27.55,28.45,27.8,25.45,28.34,28.32,27.56
39.0941,23.25,23.25,23.09,23.71,23.94,23.48,23.56,23.63,23.56,23.63,23.25,23.25,23.09,23.71,23.94,23.48,23.56,23.63,23.56,23.63,23.25,23.25,23.09,23.71,23.94,23.48,23.56,23.63,23.56,23.63,23.25,23.25,23.09,23.71,23.94,23.48,23.56,23.63,23.56,23.63,23.25,23.25,23.09,23.71,23.94,23.48,23.56,23.63,23.56,23.63,23.25,23.25,23.09,23.71,23.94,23.48,23.56,23.63,23.56,23.63,23.25,23.25,23.09,23.71,23.94,23.48,23.56,23.63,23.56,23.63,23.25,23.25,23.09,23.71,23.94,23.48,23.56,23.63,23.56,23.63,28.34,28.57,27.1,29.41,27.71,28.36,28.5,26.72,26.54,29.13,27.9,27.03
40.1011,23.4,23.25,23.02,23.56,23.94,23.56,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.56,23.94,23.56,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.56,23.94,23.56,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.56,23.94,23.56,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.56,23.94,23.56,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.56,23.94,23.56,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.56,23.94,23.56,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.56,23.94,23.56,23.79,23.63,23.56,23.71,27.53,27.26,26.84,29.9,28.91,27.65,29.54,27.83,27.22,28.55,27.79,25.6
41.1061,23.4,23.4,23.17,23.71,23.79,23.4,23.79,23.79,23.56,23.56,23.4,23.4,23.17,23.71,23.79,23.4,23.79,23.79,23.56,23.56,23.4,23.4,23.17,23.71,23.79,23.4,23.79,23.79,23.56,23.56,23.4,23.4,23.17,23.71,23.79,23.4,23.79,23.79,23.56,23.56,23.4,23.4,23.17,23.71,23.79,23.4,23.79,23.79,23.56,23.56,23.4,23.4,23.17,23.71,23.79,23.4,23.79,23.79,23.56,23.56,23.4,23.4,23.17,23.71,23.79,23.4,23.79,23.79,23.56,23.56,23.4,23.4,23.17,23.71,23.79,23.4,23.79,23.79,23.56,23.56,29.5,27.88,26.19,29.38,28.72,26.15,30.31,28.6,27.54,27.48,28.04,25.89
42.1111,23.33,23.17,23.09,23.79,23.94,23.48,23.63,23.56,23.56,23.63,23.33,23.17,23.09,23.79,23.94,23.48,23.63,23.56,23.56,23.63,23.33,23.17,23.09,23.79,23.94,23.48,23.63,23.56,23.56,23.63,23.33,23.17,23.09,23.79,23.94,23.48,23.63,23.56,23.56,23.63,23.33,23.17,23.09,23.79,23.94,23.48,23.63,23.56,23.56,23.63,23.33,23.17,23.09,23.79,23.94,23.48,23.63,23.56,23.56,23.63,23.33,23.17,23.09,23.79,23.94,23.48,23.63,23.56,23.56,23.63,23.33,23.17,23.09,23.79,23.94,23.48,23.63,23.56,23.56,23.63,28.42,27.69,27.78,29.83,28.38,28.3,29.32,26.69,27.73,30.32,26.71,27.25
43.1151,23.4,23.25,22.94,23.71,23.94,23.56,23.71,23.56,23.56,23.63,23.4,23.25,22.94,23.71,23.94,23.56,23.71,23.56,23.56,23.63,23.4,23.25,22.94,23.71,23.94,23.56,23.71,23.56,23.56,23.63,23.4,23.25,22.94,23.71,23.94,23.56,23.71,23.56,23.56,23.63,23.4,23.25,22.94,23.71,23.94,23.56,23.71,23.56,23.56,23.63,23.4,23.25,22.94,23.71,23.94,23.56,23.71,23.56,23.56,23.63,23.4,23.25,22.94,23.71,23.94,23.56,23.71,23.56,23.56,23.63,23.4,23.25,22.94,23.71,23.94,23.56,23.71,23.56,23.56,23.63,28.46,26.77,27.57,30.28,27.26,26.65,29.63,28.89,27.21,27.92,26.6,27.03
44.123,23.25,23.25,23.17,23.71,23.86,23.33,23.48,23.63,23.56,23.56,23.25,23.25,23.17,23.71,23.86,23.33,23.48,23.63,23.56,23.56,23.25,23.25,23.17,23.71,23.86,23.33,23.48,23.63,23.56,23.56,23.25,23.25,23.17,23.71,23.86,23.33,23.48,23.63,23.56,23.56,23.25,23.25,23.17,23.71,23.86,23.33,23.48,23.63,23.56,23.56,23.25,23.25,23.17,23.71,23.86,23.33,23.48,23.63,23.56,23.56,23.25,23.25,23.17,23.71,23.86,23.33,23.48,23.63,23.56,23.56,23.25,23.25,23.17,23.71,23.86,23.33,23.48,23.63,23.56,23.56,27.68,27.68,27.29,30.64,29.04,28.84,29.01,27.04,28.47,29.35,27.17,28.52
45.1301,23.25,23.25,23.17,23.63,23.79,23.33,23.56,23.71,23.48,23.48,23.25,23.25,23.17,23.63,23.79,23.33,23.56,23.71,23.48,23.48,23.25,23.25,23.17,23.63,23.79,23.33,23.56,23.71,23.48,23.48,23.25,23.25,23.17,23.63,23.79,23.33,23.56,23.71,23.48,23.48,23.25,23.25,23.17,23.63,23.79,23.33,23.56,23.71,23.48,23.48,23.25,23.25,23.17,23.63,23.79,23.33,23.56,23.71,23.48,23.48,23.25,23.25,23.17,23.63,23.79,23.33,23.56,23.71,23.48,23.48,23.25,23.25,23.17,23.63,23.79,23.33,23.56,23.71,23.48,23.48,26.77,28.94,25.6,29.5,30.23,28.87,29.04,25.74,26.93,28.9,27.99,26.86
46.1376,23.48,23.4,23.17,23.63,23.79,23.56,23.79,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.79,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.79,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.79,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.79,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.79,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.79,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.79,23.79,23.48,23.56,28.95,28.39,27.36,29.88,28.23,28.38,28.02,26.69,26.79,28.92,29.2,26.96
47.1425,23.25,23.4,23.17,23.71,23.86,23.4,23.71,23.79,23.56,23.56,23.25,23.4,23.17,23.71,23.86,23.4,23.71,23.79,23.56,23.56,23.25,23.4,23.17,23.71,23.86,23.4,23.71,23.79,23.56,23.56,23.25,23.4,23.17,23.71,23.86,23.4,23.71,23.79,23.56,23.56,23.25,23.4,23.17,23.71,23.86,23.4,23.71,23.79,23.56,23.56,23.25,23.4,23.17,23.71,23.86,23.4,23.71,23.79,23.56,23.56,23.25,23.4,23.17,23.71,23.86,23.4,23.71,23.79,23.56,23.56,23.25,23.4,23.17,23.71,23.86,23.4,23.71,23.79,23.56,23.56,27.84,27.95,27.52,29.96,28.89,26.91,30.47,28.75,27.63,27.59,29.2,28.86
48.1495,23.4,23.33,23.02,23.56,23.94,23.63,23.79,23.71,23.56,23.71,23.4,23.33,23.02,23.56,23.94,23.63,23.79,23.71,23.56,23.71,23.4,23.33,23.02,23.56,23.94,23.63,23.79,23.71,23.56,23.71,23.4,23.33,23.02,23.56,23.94,23.63,23.79,23.71,23.56,23.71,23.4,23.33,23.02,23.56,23.94,23.63,23.79,23.71,23.56,23.71,23.4,23.33,23.02,23.56,23.94,23.63,23.79,23.71,23.56,23.71,23.4,23.33,23.02,23.56,23.94,23.63,23.79,23.71,23.56,23.71,23.4,23.33,23.02,23.56,23.94,23.63,23.79,23.71,23.56,23.71,28.76,28.28,27.94,29.5,28.37,29.9,29.85,28.92,28.31,27.88,28.0,29.5
49.1561,23.33,23.33,23.09,23.63,23.86,23.56,23.86,23.79,23.48,23.56,23.33,23.33,23.09,23.63,23.86,23.56,23.86,23.79,23.48,23.56,23.33,23.33,23.09,23.63,23.86,23.56,23.86,23.79,23.48,23.56,23.33,23.33,23.09,23.63,23.86,23.56,23.86,23.79,23.48,23.56,23.33,23.33,23.09,23.63,23.86,23.56,23.86,23.79,23.48,23.56,23.33,23.33,23.09,23.63,23.86,23.56,23.86,23.79,23.48,23.56,23.33,23.33,23.09,23.63,23.86,23.56,23.86,23.79,23.48,23.56,23.33,23.33,23.09,23.63,23.86,23.56,23.86,23.79,23.48,23.56,30.82,28.12,29.36,29.81,27.61,29.25,28.44,27.21,26.32,28.58,28.52,28.7
50.162,23.4,23.25,23.02,23.79,24.02,23.63,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.79,24.02,23.63,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.79,24.02,23.63,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.79,24.02,23.63,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.79,24.02,23.63,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.79,24.02,23.63,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.79,24.02,23.63,23.79,23.63,23.56,23.71,23.4,23.25,23.02,23.79,24.02,23.63,23.79,23.63,23.56,23.71,28.23,29.96,28.52,29.94,30.17,28.18,30.25,27.86,28.97,29.7,28.98,29.67
51.1673,23.25,23.33,23.25,23.79,23.94,23.48,23.71,23.79,23.63,23.63,23.25,23.33,23.25,23.79,23.94,23.48,23.71,23.79,23.63,23.63,23.25,23.33,23.25,23.79,23.94,23.48,23.71,23.79,23.63,23.63,23.25,23.33,23.25,23.79,23.94,23.48,23.71,23.79,23.63,23.63,23.25,23.33,23.25,23.79,23.94,23.48,23.71,23.79,23.63,23.63,23.25,23.33,23.25,23.79,23.94,23.48,23.71,23.79,23.63,23.63,23.25,23.33,23.25,23.79,23.94,23.48,23.71,23.79,23.63,23.63,23.25,23.33,23.25,23.79,23.94,23.48,23.71,23.79,23.63,23.63,28.88,27.55,27.64,30.37,29.06,29.97,29.64,28.06,26.53,30.83,29.64,27.44
52.1744,23.4,23.17,23.09,23.79,23.94,23.56,23.63,23.56,23.56,23.63,23.4,23.17,23.09,23.79,23.94,23.56,23.63,23.56,23.56,23.63,23.4,23.17,23.09,23.79,23.94,23.56,23.63,23.56,23.56,23.63,23.4,23.17,23.09,23.79,23.94,23.56,23.63,23.56,23.56,23.63,23.4,23.17,23.09,23.79,23.94,23.56,23.63,23.56,23.56,23.63,23.4,23.17,23.09,23.79,23.94,23.56,23.63,23.56,23.56,23.63,23.4,23.17,23.09,23.79,23.94,23.56,23.63,23.56,23.56,23.63,23.4,23.17,23.09,23.79,23.94,23.56,23.63,23.56,23.56,23.63,28.2,29.24,28.93,31.39,29.15,30.24,29.27,28.63,26.87,28.05,28.84,28.34
53.1811,23.48,23.4,23.17,23.63,23.86,23.63,23.86,23.79,23.4,23.71,23.48,23.4,23.17,23.63,23.86,23.63,23.86,23.79,23.4,23.71,23.48,23.4,23.17,23.63,23.86,23.63,23.86,23.79,23.4,23.71,23.48,23.4,23.17,23.63,23.86,23.63,23.86,23.79,23.4,23.71,23.48,23.4,23.17,23.63,23.86,23.63,23.86,23.79,23.4,23.71,23.48,23.4,23.17,23.63,23.86,23.63,23.86,23.79,23.4,23.71,23.48,23.4,23.17,23.63,23.86,23.63,23.86,23.79,23.4,23.71,23.48,23.4,23.17,23.63,23.86,23.63,23.86,23.79,23.4,23.71,29.63,29.78,27.83,30.3,28.06,29.52,30.38,27.51,27.77,28.04,27.6,28.97
54.1816,23.33,23.4,23.25,23.79,23.86,23.4,23.71,23.86,23.56,23.63,23.33,23.4,23.25,23.79,23.86,23.4,23.71,23.86,23.56,23.63,23.33,23.4,23.25,23.79,23.86,23.4,23.71,23.86,23.56,23.63,23.33,23.4,23.25,23.79,23.86,23.4,23.71,23.86,23.56,23.63,23.33,23.4,23.25,23.79,23.86,23.4,23.71,23.86,23.56,23.63,23.33,23.4,23.25,23.79,23.86,23.4,23.71,23.86,23.56,23.63,23.33,23.4,23.25,23.79,23.86,23.4,23.71,23.86,23.56,23.63,23.33,23.4,23.25,23.79,23.86,23.4,23.71,23.86,23.56,23.63,29.54,30.21,27.55,30.18,27.96,28.73,30.22,27.8,28.38,30.92,29.02,28.96
55.1816,23.4,23.4,23.25,23.71,23.79,23.48,23.79,23.79,23.48,23.48,23.4,23.4,23.25,23.71,23.79,23.48,23.79,23.79,23.48,23.48,23.4,23.4,23.25,23.71,23.79,23.48,23.79,23.79,23.48,23.48,23.4,23.4,23.25,23.71,23.79,23.48,23.79,23.79,23.48,23.48,23.4,23.4,23.25,23.71,23.79,23.48,23.79,23.79,23.48,23.48,23.4,23.4,23.25,23.71,23.79,23.48,23.79,23.79,23.48,23.48,23.4,23.4,23.25,23.71,23.79,23.48,23.79,23.79,23.48,23.48,23.4,23.4,23.25,23.71,23.79,23.48,23.79,23.79,23.48,23.48,28.87,29.22,27.08,31.88,28.98,28.44,29.37,30.22,28.06,29.86,29.62,29.21
56.1832,23.48,23.4,23.17,23.63,23.79,23.56,23.86,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.86,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.86,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.86,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.86,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.86,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.86,23.79,23.48,23.56,23.48,23.4,23.17,23.63,23.79,23.56,23.86,23.79,23.48,23.56,28.14,31.17,28.78,31.63,30.49,28.44,29.19,28.06,28.95,30.55,28.96,27.52
57.1865,23.4,23.25,23.17,23.86,24.09,23.63,23.79,23.63,23.63,23.71,23.4,23.25,23.17,23.86,24.09,23.63,23.79,23.63,23.63,23.71,23.4,23.25,23.17,23.86,24.09,23.63,23.79,23.63,23.63,23.71,23.4,23.25,23.17,23.86,24.09,23.63,23.79,23.63,23.63,23.71,23.4,23.25,23.17,23.86,24.09,23.63,23.79,23.63,23.63,23.71,23.4,23.25,23.17,23.86,24.09,23.63,23.79,23.63,23.63,23.71,23.4,23.25,23.17,23.86,24.09,23.63,23.79,23.63,23.63,23.71,23.4,23.25,23.17,23.86,24.09,23.63,23.79,23.63,23.63,23.71,29.56,28.51,27.87,30.5,30.36,29.06,29.64,28.9,30.11,29.62,27.96,27.69
58.1885,23.48,23.25,23.09,23.79,24.02,23.63,23.71,23.63,23.63,23.71,23.48,23.25,23.09,23.79,24.02,23.63,23.71,23.63,23.63,23.71,23.48,23.25,23.09,23.79,24.02,23.63,23.71,23.63,23.63,23.71,23.48,23.25,23.09,23.79,24.02,23.63,23.71,23.63,23.63,23.71,23.48,23.25,23.09,23.79,24.02,23.63,23.71,23.63,23.63,23.71,23.48,23.25,23.09,23.79,24.02,23.63,23.71,23.63,23.63,23.71,23.48,23.25,23.09,23.79,24.02,23.63,23.71,23.63,23.63,23.71,23.48,23.25,23.09,23.79,24.02,23.63,23.71,23.63,23.63,23.71,30.43,30.84,27.72,30.34,30.39,29.24,28.22,29.61,28.49,31.42,28.69,28.21
59.1891,23.56,23.4,23.17,23.56,23.79,23.56,23.79,23.71,23.4,23.71,23.56,23.4,23.17,23.56,23.79,23.56,23.79,23.71,23.4,23.71,23.56,23.4,23.17,23.56,23.79,23.56,23.79,23.71,23.4,23.71,23.56,23.4,23.17,23.56,23.79,23.56,23.79,23.71,23.4,23.71,23.56,23.4,23.17,23.56,23.79,23.56,23.79,23.71,23.4,23.71,23.56,23.4,23.17,23.56,23.79,23.56,23.79,23.71,23.4,23.71,23.56,23.4,23.17,23.56,23.79,23.56,23.79,23.71,23.4,23.71,23.56,23.4,23.17,23.56,23.79,23.56,23.79,23.71,23.4,23.71,29.27,29.79,28.11,29.71,29.94,27.96,31.01,28.97,29.76,28.54,30.12,28.42
60.1904,23.4,23.17,23.17,23.86,24.02,23.63,23.71,23.71,23.71,23.71,23.4,23.17,23.17,23.86,24.02,23.63,23.71,23.71,23.71,23.71,23.4,23.17,23.17,23.86,24.02,23.63,23.71,23.71,23.71,23.71,23.4,23.17,23.17,23.86,24.02,23.63,23.71,23.71,23.71,23.71,23.4,23.17,23.17,23.86,24.02,23.63,23.71,23.71,23.71,23.71,23.4,23.17,23.17,23.86,24.02,23.63,23.71,23.71,23.71,23.71,23.4,23.17,23.17,23.86,24.02,23.63,23.71,23.71,23.71,23.71,23.4,23.17,23.17,23.86,24.02,23.63,23.71,23.71,23.71,23.71,31.02,30.0,27.83,32.06,28.95,29.24,29.96,28.16,28.41,30.42,27.63,28.27
61.1925,23.4,23.48,23.33,23.86,23.94,23.48,23.71,23.86,23.63,23.63,23.4,23.48,23.33,23.86,23.94,23.48,23.71,23.86,23.63,23.63,23.4,23.48,23.33,23.86,23.94,23.48,23.71,23.86,23.63,23.63,23.4,23.48,23.33,23.86,23.94,23.48,23.71,23.86,23.63,23.63,23.4,23.48,23.33,23.86,23.94,23.48,23.71,23.86,23.63,23.63,23.4,23.48,23.33,23.86,23.94,23.48,23.71,23.86,23.63,23.63,23.4,23.48,23.33,23.86,23.94,23.48,23.71,23.86,23.63,23.63,23.4,23.48,23.33,23.86,23.94,23.48,23.71,23.86,23.63,23.63,28.9,30.36,28.33,31.78,28.75,31.33,30.81,29.55,30.63,30.31,29.67,29.58
62.1941,23.56,23.33,23.09,23.71,24.02,23.71,23.79,23.79,23.63,23.79,23.56,23.33,23.09,23.71,24.02,23.71,23.79,23.79,23.63,23.79,23.56,23.33,23.09,23.71,24.02,23.71,23.79,23.79,23.63,23.79,23.56,23.33,23.09,23.71,24.02,23.71,23.79,23.79,23.63,23.79,23.56,23.33,23.09,23.71,24.02,23.71,23.79,23.79,23.63,23.79,23.56,23.33,23.09,23.71,24.02,23.71,23.79,23.79,23.63,23.79,23.56,23.33,23.09,23.71,24.02,23.71,23.79,23.79,23.63,23.79,23.56,23.33,23.09,23.71,24.02,23.71,23.79,23.79,23.63,23.79,29.12,28.29,28.91,31.04,30.38,28.02,30.15,28.71,29.83,32.97,29.17,28.69
63.2001,23.4,23.4,23.25,23.79,23.94,23.48,23.79,23.86,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.79,23.86,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.79,23.86,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.79,23.86,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.79,23.86,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.79,23.86,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.79,23.86,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.79,23.86,23.63,23.63,31.99,30.3,28.75,30.1,28.37,29.13,30.08,29.93,30.52,31.09,28.88,28.33
64.2071,23.33,23.17,23.09,23.71,23.94,23.48,23.63,23.71,23.63,23.63,23.33,23.17,23.09,23.71,23.94,23.48,23.63,23.71,23.63,23.63,23.33,23.17,23.09,23.71,23.94,23.48,23.63,23.71,23.63,23.63,23.33,23.17,23.09,23.71,23.94,23.48,23.63,23.71,23.63,23.63,23.33,23.17,23.09,23.71,23.94,23.48,23.63,23.71,23.63,23.63,23.33,23.17,23.09,23.71,23.94,23.48,23.63,23.71,23.63,23.63,23.33,23.17,23.09,23.71,23.94,23.48,23.63,23.71,23.63,23.63,23.33,23.17,23.09,23.71,23.94,23.48,23.63,23.71,23.63,23.63,31.56,28.94,26.7,30.41,28.4,29.99,29.56,30.31,30.7,31.82,28.75,28.2
65.2143,23.56,23.48,23.33,23.79,23.94,23.56,23.86,23.94,23.56,23.56,23.56,23.48,23.33,23.79,23.94,23.56,23.86,23.94,23.56,23.56,23.56,23.48,23.33,23.79,23.94,23.56,23.86,23.94,23.56,23.56,23.56,23.48,23.33,23.79,23.94,23.56,23.86,23.94,23.56,23.56,23.56,23.48,23.33,23.79,23.94,23.56,23.86,23.94,23.56,23.56,23.56,23.48,23.33,23.79,23.94,23.56,23.86,23.94,23.56,23.56,23.56,23.48,23.33,23.79,23.94,23.56,23.86,23.94,23.56,23.56,23.56,23.48,23.33,23.79,23.94,23.56,23.86,23.94,23.56,23.56,31.8,30.45,29.51,30.3,27.89,29.24,30.79,28.64,30.04,29.71,27.65,29.82
66.2201,23.25,23.4,23.25,23.79,23.94,23.48,23.71,23.86,23.63,23.63,23.25,23.4,23.25,23.79,23.94,23.48,23.71,23.86,23.63,23.63,23.25,23.4,23.25,23.79,23.94,23.48,23.71,23.86,23.63,23.63,23.25,23.4,23.25,23.79,23.94,23.48,23.71,23.86,23.63,23.63,23.25,23.4,23.25,23.79,23.94,23.48,23.71,23.86,23.63,23.63,23.25,23.4,23.25,23.79,23.94,23.48,23.71,23.86,23.63,23.63,23.25,23.4,23.25,23.79,23.94,23.48,23.71,23.86,23.63,23.63,23.25,23.4,23.25,23.79,23.94,23.48,23.71,23.86,23.63,23.63,30.85,29.74,29.49,28.71,29.16,30.28,29.67,30.18,29.52,30.39,30.34,30.83
67.2205,23.56,23.33,23.09,23.79,24.09,23.71,23.79,23.71,23.48,23.63,23.56,23.33,23.09,23.79,24.09,23.71,23.79,23.71,23.48,23.63,23.56,23.33,23.09,23.79,24.09,23.71,23.79,23.71,23.48,23.63,23.56,23.33,23.09,23.79,24.09,23.71,23.79,23.71,23.48,23.63,23.56,23.33,23.09,23.79,24.09,23.71,23.79,23.71,23.48,23.63,23.56,23.33,23.09,23.79,24.09,23.71,23.79,23.71,23.48,23.63,23.56,23.33,23.09,23.79,24.09,23.71,23.79,23.71,23.48,23.63,23.56,23.33,23.09,23.79,24.09,23.71,23.79,23.71,23.48,23.63,31.17,31.28,29.83,30.06,30.2,28.83,28.98,30.3,30.57,31.58,29.09,29.84
68.2218,23.4,23.4,23.25,23.79,23.94,23.48,23.63,23.79,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.63,23.79,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.63,23.79,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.63,23.79,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.63,23.79,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.63,23.79,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.63,23.79,23.63,23.63,23.4,23.4,23.25,23.79,23.94,23.48,23.63,23.79,23.63,23.63,31.09,31.29,28.51,32.62,30.58,28.86,29.68,28.6,31.38,29.99,28.82,28.72
