time(s),seg1_sens1,seg1_sens2,seg1_sens3,seg1_sens4,seg1_sens5,seg1_sens6,seg1_sens7,seg1_sens8,seg1_sens9,seg1_sens10,seg2_sens1,seg2_sens2,seg2_sens3,seg2_sens4,seg2_sens5,seg2_sens6,seg2_sens7,seg2_sens8,seg2_sens9,seg2_sens10,seg3_sens1,seg3_sens2,seg3_sens3,seg3_sens4,seg3_sens5,seg3_sens6,seg3_sens7,seg3_sens8,seg3_sens9,seg3_sens10,seg4_sens1,seg4_sens2,seg4_sens3,seg4_sens4,seg4_sens5,seg4_sens6,seg4_sens7,seg4_sens8,seg4_sens9,seg4_sens10,seg5_sens1,seg5_sens2,seg5_sens3,seg5_sens4,seg5_sens5,seg5_sens6,seg5_sens7,seg5_sens8,seg5_sens9,seg5_sens10,seg6_sens1,seg6_sens2,seg6_sens3,seg6_sens4,seg6_sens5,seg6_sens6,seg6_sens7,seg6_sens8,seg6_sens9,seg6_sens10,seg7_sens1,seg7_sens2,seg7_sens3,seg7_sens4,seg7_sens5,seg7_sens6,seg7_sens7,seg7_sens8,seg7_sens9,seg7_sens10,seg8_sens1,seg8_sens2,seg8_sens3,seg8_sens4,seg8_sens5,seg8_sens6,seg8_sens7,seg8_sens8,seg8_sens9,seg8_sens10,fl_inner,fl_middle,fl_outer,fr_inner,fr_middle,fr_outer,rl_inner,rl_middle,rl_outer,rr_inner,rr_middle,rr_outer
2246.0421,29.98,29.02,29.58,30.06,30.63,30.88,29.82,30.55,29.58,29.9,29.98,29.02,29.58,30.06,30.63,30.88,29.82,30.55,29.58,29.9,29.98,29.02,29.58,30.06,30.63,30.88,29.82,30.55,29.58,29.9,29.98,29.02,29.58,30.06,30.63,30.88,29.82,30.55,29.58,29.9,29.98,29.02,29.58,30.06,30.63,30.88,29.82,30.55,29.58,29.9,29.98,29.02,29.58,30.06,30.63,30.88,29.82,30.55,29.58,29.9,29.98,29.02,29.58,30.06,30.63,30.88,29.82,30.55,29.58,29.9,29.98,29.02,29.58,30.06,30.63,30.88,29.82,30.55,29.58,29.9,56.82,43.76,47.97,55.3,41.95,50.53,47.97,54.06,47.33,51.82,48.61,42.39
2247.0441,30.06,29.1,29.66,29.98,30.63,30.88,29.82,30.55,29.58,29.98,30.06,29.1,29.66,29.98,30.63,30.88,29.82,30.55,29.58,29.98,30.06,29.1,29.66,29.98,30.63,30.88,29.82,30.55,29.58,29.98,30.06,29.1,29.66,29.98,30.63,30.88,29.82,30.55,29.58,29.98,30.06,29.1,29.66,29.98,30.63,30.88,29.82,30.55,29.58,29.98,30.06,29.1,29.66,29.98,30.63,30.88,29.82,30.55,29.58,29.98,30.06,29.1,29.66,29.98,30.63,30.88,29.82,30.55,29.58,29.98,30.06,29.1,29.66,29.98,30.63,30.88,29.82,30.55,29.58,29.98,48.06,54.41,39.69,42.53,42.05,45.02,50.17,54.82,40.96,51.02,53.11,53.29
2248.0442,30.06,29.18,29.82,30.06,30.47,30.72,29.82,30.63,29.66,29.82,30.06,29.18,29.82,30.06,30.47,30.72,29.82,30.63,29.66,29.82,30.06,29.18,29.82,30.06,30.47,30.72,29.82,30.63,29.66,29.82,30.06,29.18,29.82,30.06,30.47,30.72,29.82,30.63,29.66,29.82,30.06,29.18,29.82,30.06,30.47,30.72,29.82,30.63,29.66,29.82,30.06,29.18,29.82,30.06,30.47,30.72,29.82,30.63,29.66,29.82,30.06,29.18,29.82,30.06,30.47,30.72,29.82,30.63,29.66,29.82,30.06,29.18,29.82,30.06,30.47,30.72,29.82,30.63,29.66,29.82,44.28,49.47,44.48,43.54,50.85,48.86,55.84,50.27,43.04,47.73,50.73,51.55
2249.0465,29.82,29.1,29.9,30.22,30.63,30.8,29.66,30.39,29.82,29.98,29.82,29.1,29.9,30.22,30.63,30.8,29.66,30.39,29.82,29.98,29.82,29.1,29.9,30.22,30.63,30.8,29.66,30.39,29.82,29.98,29.82,29.1,29.9,30.22,30.63,30.8,29.66,30.39,29.82,29.98,29.82,29.1,29.9,30.22,30.63,30.8,29.66,30.39,29.82,29.98,29.82,29.1,29.9,30.22,30.63,30.8,29.66,30.39,29.82,29.98,29.82,29.1,29.9,30.22,30.63,30.8,29.66,30.39,29.82,29.98,29.82,29.1,29.9,30.22,30.63,30.8,29.66,30.39,29.82,29.98,52.38,54.29,45.12,42.54,49.54,46.4,50.05,42.72,45.69,49.2,52.6,40.26
2250.0476,30.06,29.18,29.82,29.98,30.47,30.8,29.82,30.63,29.66,29.82,30.06,29.18,29.82,29.98,30.47,30.8,29.82,30.63,29.66,29.82,30.06,29.18,29.82,29.98,30.47,30.8,29.82,30.63,29.66,29.82,30.06,29.18,29.82,29.98,30.47,30.8,29.82,30.63,29.66,29.82,30.06,29.18,29.82,29.98,30.47,30.8,29.82,30.63,29.66,29.82,30.06,29.18,29.82,29.98,30.47,30.8,29.82,30.63,29.66,29.82,30.06,29.18,29.82,29.98,30.47,30.8,29.82,30.63,29.66,29.82,30.06,29.18,29.82,29.98,30.47,30.8,29.82,30.63,29.66,29.82,42.88,48.13,48.06,52.24,45.92,47.03,44.5,42.8,43.0,54.32,40.92,51.31
2251.0488,30.06,29.1,29.66,30.14,30.72,30.88,29.82,30.55,29.66,30.06,30.06,29.1,29.66,30.14,30.72,30.88,29.82,30.55,29.66,30.06,30.06,29.1,29.66,30.14,30.72,30.88,29.82,30.55,29.66,30.06,30.06,29.1,29.66,30.14,30.72,30.88,29.82,30.55,29.66,30.06,30.06,29.1,29.66,30.14,30.72,30.88,29.82,30.55,29.66,30.06,30.06,29.1,29.66,30.14,30.72,30.88,29.82,30.55,29.66,30.06,30.06,29.1,29.66,30.14,30.72,30.88,29.82,30.55,29.66,30.06,30.06,29.1,29.66,30.14,30.72,30.88,29.82,30.55,29.66,30.06,54.09,49.99,50.45,52.91,40.75,48.92,54.15,54.75,54.13,42.5,46.61,41.57
2252.0506,29.98,29.02,29.58,30.06,30.72,30.88,29.82,30.47,29.74,30.06,29.98,29.02,29.58,30.06,30.72,30.88,29.82,30.47,29.74,30.06,29.98,29.02,29.58,30.06,30.72,30.88,29.82,30.47,29.74,30.06,29.98,29.02,29.58,30.06,30.72,30.88,29.82,30.47,29.74,30.06,29.98,29.02,29.58,30.06,30.72,30.88,29.82,30.47,29.74,30.06,29.98,29.02,29.58,30.06,30.72,30.88,29.82,30.47,29.74,30.06,29.98,29.02,29.58,30.06,30.72,30.88,29.82,30.47,29.74,30.06,29.98,29.02,29.58,30.06,30.72,30.88,29.82,30.47,29.74,30.06,54.94,51.62,47.82,52.15,50.12,53.08,41.73,53.87,45.31,42.97,45.84,51.66
2253.0517,29.98,29.02,29.82,30.22,30.72,30.88,29.82,30.47,29.82,30.06,29.98,29.02,29.82,30.22,30.72,30.88,29.82,30.47,29.82,30.06,29.98,29.02,29.82,30.22,30.72,30.88,29.82,30.47,29.82,30.06,29.98,29.02,29.82,30.22,30.72,30.88,29.82,30.47,29.82,30.06,29.98,29.02,29.82,30.22,30.72,30.88,29.82,30.47,29.82,30.06,29.98,29.02,29.82,30.22,30.72,30.88,29.82,30.47,29.82,30.06,29.98,29.02,29.82,30.22,30.72,30.88,29.82,30.47,29.82,30.06,29.98,29.02,29.82,30.22,30.72,30.88,29.82,30.47,29.82,30.06,56.86,50.67,50.66,54.24,44.95,37.63,55.35,51.91,50.01,42.13,41.76,53.68
2254.0534,29.82,29.02,29.82,30.14,30.63,30.8,29.66,30.39,29.82,29.98,29.82,29.02,29.82,30.14,30.63,30.8,29.66,30.39,29.82,29.98,29.82,29.02,29.82,30.14,30.63,30.8,29.66,30.39,29.82,29.98,29.82,29.02,29.82,30.14,30.63,30.8,29.66,30.39,29.82,29.98,29.82,29.02,29.82,30.14,30.63,30.8,29.66,30.39,29.82,29.98,29.82,29.02,29.82,30.14,30.63,30.8,29.66,30.39,29.82,29.98,29.82,29.02,29.82,30.14,30.63,30.8,29.66,30.39,29.82,29.98,29.82,29.02,29.82,30.14,30.63,30.8,29.66,30.39,29.82,29.98,53.0,41.88,46.11,45.62,51.77,45.48,55.89,54.35,48.66,52.31,51.36,46.48
2255.0537,29.98,29.1,29.74,30.22,30.72,30.88,29.82,30.55,29.74,30.06,29.98,29.1,29.74,30.22,30.72,30.88,29.82,30.55,29.74,30.06,29.98,29.1,29.74,30.22,30.72,30.88,29.82,30.55,29.74,30.06,29.98,29.1,29.74,30.22,30.72,30.88,29.82,30.55,29.74,30.06,29.98,29.1,29.74,30.22,30.72,30.88,29.82,30.55,29.74,30.06,29.98,29.1,29.74,30.22,30.72,30.88,29.82,30.55,29.74,30.06,29.98,29.1,29.74,30.22,30.72,30.88,29.82,30.55,29.74,30.06,29.98,29.1,29.74,30.22,30.72,30.88,29.82,30.55,29.74,30.06,47.61,52.87,50.56,51.73,43.73,49.01,49.2,52.07,48.29,42.56,51.89,44.17
2256.0556,30.06,29.26,29.82,30.14,30.47,30.72,29.82,30.63,29.74,29.82,30.06,29.26,29.82,30.14,30.47,30.72,29.82,30.63,29.74,29.82,30.06,29.26,29.82,30.14,30.47,30.72,29.82,30.63,29.74,29.82,30.06,29.26,29.82,30.14,30.47,30.72,29.82,30.63,29.74,29.82,30.06,29.26,29.82,30.14,30.47,30.72,29.82,30.63,29.74,29.82,30.06,29.26,29.82,30.14,30.47,30.72,29.82,30.63,29.74,29.82,30.06,29.26,29.82,30.14,30.47,30.72,29.82,30.63,29.74,29.82,30.06,29.26,29.82,30.14,30.47,30.72,29.82,30.63,29.74,29.82,46.06,45.25,43.06,42.51,54.41,51.5,52.39,52.6,50.11,42.97,48.9,46.69
2257.057,29.9,29.1,29.98,30.3,30.72,30.8,29.74,30.39,29.82,29.98,29.9,29.1,29.98,30.3,30.72,30.8,29.74,30.39,29.82,29.98,29.9,29.1,29.98,30.3,30.72,30.8,29.74,30.39,29.82,29.98,29.9,29.1,29.98,30.3,30.72,30.8,29.74,30.39,29.82,29.98,29.9,29.1,29.98,30.3,30.72,30.8,29.74,30.39,29.82,29.98,29.9,29.1,29.98,30.3,30.72,30.8,29.74,30.39,29.82,29.98,29.9,29.1,29.98,30.3,30.72,30.8,29.74,30.39,29.82,29.98,29.9,29.1,29.98,30.3,30.72,30.8,29.74,30.39,29.82,29.98,47.67,54.31,51.27,52.58,53.77,43.36,48.73,42.68,50.78,50.12,43.21,42.14
2258.0579,30.14,29.18,29.82,29.98,30.55,30.88,29.9,30.63,29.66,29.9,30.14,29.18,29.82,29.98,30.55,30.88,29.9,30.63,29.66,29.9,30.14,29.18,29.82,29.98,30.55,30.88,29.9,30.63,29.66,29.9,30.14,29.18,29.82,29.98,30.55,30.88,29.9,30.63,29.66,29.9,30.14,29.18,29.82,29.98,30.55,30.88,29.9,30.63,29.66,29.9,30.14,29.18,29.82,29.98,30.55,30.88,29.9,30.63,29.66,29.9,30.14,29.18,29.82,29.98,30.55,30.88,29.9,30.63,29.66,29.9,30.14,29.18,29.82,29.98,30.55,30.88,29.9,30.63,29.66,29.9,50.66,46.76,49.06,43.93,43.61,42.64,42.14,52.94,50.84,47.7,43.54,41.59
2259.0588,29.9,29.26,29.9,30.22,30.55,30.63,29.66,30.63,29.82,29.98,29.9,29.26,29.9,30.22,30.55,30.63,29.66,30.63,29.82,29.98,29.9,29.26,29.9,30.22,30.55,30.63,29.66,30.63,29.82,29.98,29.9,29.26,29.9,30.22,30.55,30.63,29.66,30.63,29.82,29.98,29.9,29.26,29.9,30.22,30.55,30.63,29.66,30.63,29.82,29.98,29.9,29.26,29.9,30.22,30.55,30.63,29.66,30.63,29.82,29.98,29.9,29.26,29.9,30.22,30.55,30.63,29.66,30.63,29.82,29.98,29.9,29.26,29.9,30.22,30.55,30.63,29.66,30.63,29.82,29.98,44.92,44.07,52.22,53.48,41.66,50.37,49.4,49.24,42.6,44.1,47.05,50.24
2260.0595,29.82,29.1,29.9,30.22,30.63,30.8,29.66,30.39,29.82,29.98,29.82,29.1,29.9,30.22,30.63,30.8,29.66,30.39,29.82,29.98,29.82,29.1,29.9,30.22,30.63,30.8,29.66,30.39,29.82,29.98,29.82,29.1,29.9,30.22,30.63,30.8,29.66,30.39,29.82,29.98,29.82,29.1,29.9,30.22,30.63,30.8,29.66,30.39,29.82,29.98,29.82,29.1,29.9,30.22,30.63,30.8,29.66,30.39,29.82,29.98,29.82,29.1,29.9,30.22,30.63,30.8,29.66,30.39,29.82,29.98,29.82,29.1,29.9,30.22,30.63,30.8,29.66,30.39,29.82,29.98,41.61,48.25,42.34,44.95,42.93,43.91,51.07,46.09,49.76,47.55,55.39,52.35
2261.0634,29.98,29.02,29.74,30.14,30.72,30.88,29.82,30.47,29.74,30.06,29.98,29.02,29.74,30.14,30.72,30.88,29.82,30.47,29.74,30.06,29.98,29.02,29.74,30.14,30.72,30.88,29.82,30.47,29.74,30.06,29.98,29.02,29.74,30.14,30.72,30.88,29.82,30.47,29.74,30.06,29.98,29.02,29.74,30.14,30.72,30.88,29.82,30.47,29.74,30.06,29.98,29.02,29.74,30.14,30.72,30.88,29.82,30.47,29.74,30.06,29.98,29.02,29.74,30.14,30.72,30.88,29.82,30.47,29.74,30.06,29.98,29.02,29.74,30.14,30.72,30.88,29.82,30.47,29.74,30.06,41.91,48.77,46.98,46.0,48.75,49.3,51.94,55.03,38.45,42.82,52.92,46.17
2262.0649,29.98,29.02,29.9,30.22,30.72,30.88,29.74,30.47,29.74,30.06,29.98,29.02,29.9,30.22,30.72,30.88,29.74,30.47,29.74,30.06,29.98,29.02,29.9,30.22,30.72,30.88,29.74,30.47,29.74,30.06,29.98,29.02,29.9,30.22,30.72,30.88,29.74,30.47,29.74,30.06,29.98,29.02,29.9,30.22,30.72,30.88,29.74,30.47,29.74,30.06,29.98,29.02,29.9,30.22,30.72,30.88,29.74,30.47,29.74,30.06,29.98,29.02,29.9,30.22,30.72,30.88,29.74,30.47,29.74,30.06,29.98,29.02,29.9,30.22,30.72,30.88,29.74,30.47,29.74,30.06,46.86,53.85,39.16,46.97,54.63,41.82,51.27,49.22,51.24,47.05,53.53,49.16
2263.0669,29.82,29.1,29.9,30.22,30.63,30.8,29.66,30.47,29.82,30.06,29.82,29.1,29.9,30.22,30.63,30.8,29.66,30.47,29.82,30.06,29.82,29.1,29.9,30.22,30.63,30.8,29.66,30.47,29.82,30.06,29.82,29.1,29.9,30.22,30.63,30.8,29.66,30.47,29.82,30.06,29.82,29.1,29.9,30.22,30.63,30.8,29.66,30.47,29.82,30.06,29.82,29.1,29.9,30.22,30.63,30.8,29.66,30.47,29.82,30.06,29.82,29.1,29.9,30.22,30.63,30.8,29.66,30.47,29.82,30.06,29.82,29.1,29.9,30.22,30.63,30.8,29.66,30.47,29.82,30.06,50.64,46.24,52.52,42.33,47.44,52.97,46.37,55.84,45.65,50.47,51.09,48.51
2264.0684,29.98,29.02,29.82,30.22,30.72,30.88,29.82,30.47,29.82,30.14,29.98,29.02,29.82,30.22,30.72,30.88,29.82,30.47,29.82,30.14,29.98,29.02,29.82,30.22,30.72,30.88,29.82,30.47,29.82,30.14,29.98,29.02,29.82,30.22,30.72,30.88,29.82,30.47,29.82,30.14,29.98,29.02,29.82,30.22,30.72,30.88,29.82,30.47,29.82,30.14,29.98,29.02,29.82,30.22,30.72,30.88,29.82,30.47,29.82,30.14,29.98,29.02,29.82,30.22,30.72,30.88,29.82,30.47,29.82,30.14,29.98,29.02,29.82,30.22,30.72,30.88,29.82,30.47,29.82,30.14,48.7,42.64,41.48,50.33,49.32,41.64,55.49,45.59,46.29,43.21,56.04,47.86
2265.0695,30.06,29.18,29.82,29.98,30.63,30.96,29.9,30.72,29.66,29.9,30.06,29.18,29.82,29.98,30.63,30.96,29.9,30.72,29.66,29.9,30.06,29.18,29.82,29.98,30.63,30.96,29.9,30.72,29.66,29.9,30.06,29.18,29.82,29.98,30.63,30.96,29.9,30.72,29.66,29.9,30.06,29.18,29.82,29.98,30.63,30.96,29.9,30.72,29.66,29.9,30.06,29.18,29.82,29.98,30.63,30.96,29.9,30.72,29.66,29.9,30.06,29.18,29.82,29.98,30.63,30.96,29.9,30.72,29.66,29.9,30.06,29.18,29.82,29.98,30.63,30.96,29.9,30.72,29.66,29.9,42.56,40.63,44.58,52.48,43.82,48.02,42.36,43.15,52.36,45.05,53.56,41.29
2266.0715,30.06,29.26,29.9,30.14,30.55,30.88,29.9,30.72,29.74,29.82,30.06,29.26,29.9,30.14,30.55,30.88,29.9,30.72,29.74,29.82,30.06,29.26,29.9,30.14,30.55,30.88,29.9,30.72,29.74,29.82,30.06,29.26,29.9,30.14,30.55,30.88,29.9,30.72,29.74,29.82,30.06,29.26,29.9,30.14,30.55,30.88,29.9,30.72,29.74,29.82,30.06,29.26,29.9,30.14,30.55,30.88,29.9,30.72,29.74,29.82,30.06,29.26,29.9,30.14,30.55,30.88,29.9,30.72,29.74,29.82,30.06,29.26,29.9,30.14,30.55,30.88,29.9,30.72,29.74,29.82,50.74,40.4,42.59,49.34,42.6,46.76,50.27,40.83,51.99,53.45,43.15,48.93
2267.0731,30.06,29.26,29.9,30.14,30.55,30.72,29.82,30.72,29.82,29.9,30.06,29.26,29.9,30.14,30.55,30.72,29.82,30.72,29.82,29.9,30.06,29.26,29.9,30.14,30.55,30.72,29.82,30.72,29.82,29.9,30.06,29.26,29.9,30.14,30.55,30.72,29.82,30.72,29.82,29.9,30.06,29.26,29.9,30.14,30.55,30.72,29.82,30.72,29.82,29.9,30.06,29.26,29.9,30.14,30.55,30.72,29.82,30.72,29.82,29.9,30.06,29.26,29.9,30.14,30.55,30.72,29.82,30.72,29.82,29.9,30.06,29.26,29.9,30.14,30.55,30.72,29.82,30.72,29.82,29.9,49.59,52.78,55.12,53.3,47.07,42.41,49.05,54.86,40.08,48.27,47.73,53.01
2268.074,29.98,29.18,29.82,30.06,30.63,30.96,29.98,30.72,29.66,29.9,29.98,29.18,29.82,30.06,30.63,30.96,29.98,30.72,29.66,29.9,29.98,29.18,29.82,30.06,30.63,30.96,29.98,30.72,29.66,29.9,29.98,29.18,29.82,30.06,30.63,30.96,29.98,30.72,29.66,29.9,29.98,29.18,29.82,30.06,30.63,30.96,29.98,30.72,29.66,29.9,29.98,29.18,29.82,30.06,30.63,30.96,29.98,30.72,29.66,29.9,29.98,29.18,29.82,30.06,30.63,30.96,29.98,30.72,29.66,29.9,29.98,29.18,29.82,30.06,30.63,30.96,29.98,30.72,29.66,29.9,43.04,45.88,40.23,41.9,43.74,48.92,52.84,43.48,50.72,47.49,48.38,52.66
2269.0751,30.06,29.1,29.66,30.22,30.8,30.96,29.82,30.55,29.74,30.14,30.06,29.1,29.66,30.22,30.8,30.96,29.82,30.55,29.74,30.14,30.06,29.1,29.66,30.22,30.8,30.96,29.82,30.55,29.74,30.14,30.06,29.1,29.66,30.22,30.8,30.96,29.82,30.55,29.74,30.14,30.06,29.1,29.66,30.22,30.8,30.96,29.82,30.55,29.74,30.14,30.06,29.1,29.66,30.22,30.8,30.96,29.82,30.55,29.74,30.14,30.06,29.1,29.66,30.22,30.8,30.96,29.82,30.55,29.74,30.14,30.06,29.1,29.66,30.22,30.8,30.96,29.82,30.55,29.74,30.14,46.57,46.62,42.36,54.76,45.76,47.46,51.31,43.4,40.98,55.23,41.44,46.46
2270.0761,30.06,29.18,29.74,29.98,30.63,30.88,29.9,30.63,29.58,29.9,30.06,29.18,29.74,29.98,30.63,30.88,29.9,30.63,29.58,29.9,30.06,29.18,29.74,29.98,30.63,30.88,29.9,30.63,29.58,29.9,30.06,29.18,29.74,29.98,30.63,30.88,29.9,30.63,29.58,29.9,30.06,29.18,29.74,29.98,30.63,30.88,29.9,30.63,29.58,29.9,30.06,29.18,29.74,29.98,30.63,30.88,29.9,30.63,29.58,29.9,30.06,29.18,29.74,29.98,30.63,30.88,29.9,30.63,29.58,29.9,30.06,29.18,29.74,29.98,30.63,30.88,29.9,30.63,29.58,29.9,47.09,46.84,40.52,50.35,45.85,40.11,45.57,52.16,51.04,50.01,53.2,50.18
2271.0779,29.98,29.26,29.9,30.22,30.63,30.63,29.74,30.72,29.82,29.98,29.98,29.26,29.9,30.22,30.63,30.63,29.74,30.72,29.82,29.98,29.98,29.26,29.9,30.22,30.63,30.63,29.74,30.72,29.82,29.98,29.98,29.26,29.9,30.22,30.63,30.63,29.74,30.72,29.82,29.98,29.98,29.26,29.9,30.22,30.63,30.63,29.74,30.72,29.82,29.98,29.98,29.26,29.9,30.22,30.63,30.63,29.74,30.72,29.82,29.98,29.98,29.26,29.9,30.22,30.63,30.63,29.74,30.72,29.82,29.98,29.98,29.26,29.9,30.22,30.63,30.63,29.74,30.72,29.82,29.98,46.75,48.72,42.66,44.77,55.2,46.74,47.65,44.22,41.14,54.79,49.04,46.6
2272.0801,29.98,29.26,29.98,30.3,30.72,30.8,29.66,30.55,29.9,30.06,29.98,29.26,29.98,30.3,30.72,30.8,29.66,30.55,29.9,30.06,29.98,29.26,29.98,30.3,30.72,30.8,29.66,30.55,29.9,30.06,29.98,29.26,29.98,30.3,30.72,30.8,29.66,30.55,29.9,30.06,29.98,29.26,29.98,30.3,30.72,30.8,29.66,30.55,29.9,30.06,29.98,29.26,29.98,30.3,30.72,30.8,29.66,30.55,29.9,30.06,29.98,29.26,29.98,30.3,30.72,30.8,29.66,30.55,29.9,30.06,29.98,29.26,29.98,30.3,30.72,30.8,29.66,30.55,29.9,30.06,41.13,49.74,48.78,55.08,44.34,47.99,52.67,53.75,39.91,42.64,42.48,37.81
2273.0815,30.14,29.18,29.74,30.06,30.72,30.96,29.9,30.63,29.66,30.06,30.14,29.18,29.74,30.06,30.72,30.96,29.9,30.63,29.66,30.06,30.14,29.18,29.74,30.06,30.72,30.96,29.9,30.63,29.66,30.06,30.14,29.18,29.74,30.06,30.72,30.96,29.9,30.63,29.66,30.06,30.14,29.18,29.74,30.06,30.72,30.96,29.9,30.63,29.66,30.06,30.14,29.18,29.74,30.06,30.72,30.96,29.9,30.63,29.66,30.06,30.14,29.18,29.74,30.06,30.72,30.96,29.9,30.63,29.66,30.06,30.14,29.18,29.74,30.06,30.72,30.96,29.9,30.63,29.66,30.06,47.92,44.15,50.96,52.03,42.22,40.46,50.97,43.83,44.75,51.42,54.99,37.6
2274.0827,29.98,29.02,29.66,30.14,30.72,30.88,29.82,30.55,29.74,30.06,29.98,29.02,29.66,30.14,30.72,30.88,29.82,30.55,29.74,30.06,29.98,29.02,29.66,30.14,30.72,30.88,29.82,30.55,29.74,30.06,29.98,29.02,29.66,30.14,30.72,30.88,29.82,30.55,29.74,30.06,29.98,29.02,29.66,30.14,30.72,30.88,29.82,30.55,29.74,30.06,29.98,29.02,29.66,30.14,30.72,30.88,29.82,30.55,29.74,30.06,29.98,29.02,29.66,30.14,30.72,30.88,29.82,30.55,29.74,30.06,29.98,29.02,29.66,30.14,30.72,30.88,29.82,30.55,29.74,30.06,54.8,49.41,46.88,50.41,54.95,40.99,48.7,48.64,51.26,48.95,45.89,39.09
2275.0835,29.9,29.18,29.9,30.22,30.63,30.72,29.58,30.55,29.9,30.06,29.9,29.18,29.9,30.22,30.63,30.72,29.58,30.55,29.9,30.06,29.9,29.18,29.9,30.22,30.63,30.72,29.58,30.55,29.9,30.06,29.9,29.18,29.9,30.22,30.63,30.72,29.58,30.55,29.9,30.06,29.9,29.18,29.9,30.22,30.63,30.72,29.58,30.55,29.9,30.06,29.9,29.18,29.9,30.22,30.63,30.72,29.58,30.55,29.9,30.06,29.9,29.18,29.9,30.22,30.63,30.72,29.58,30.55,29.9,30.06,29.9,29.18,29.9,30.22,30.63,30.72,29.58,30.55,29.9,30.06,52.97,44.96,46.75,55.98,45.86,47.27,48.79,44.33,41.02,49.49,55.04,52.43
2276.0851,29.98,29.1,29.9,30.3,30.72,30.8,29.74,30.39,29.74,30.06,29.98,29.1,29.9,30.3,30.72,30.8,29.74,30.39,29.74,30.06,29.98,29.1,29.9,30.3,30.72,30.8,29.74,30.39,29.74,30.06,29.98,29.1,29.9,30.3,30.72,30.8,29.74,30.39,29.74,30.06,29.98,29.1,29.9,30.3,30.72,30.8,29.74,30.39,29.74,30.06,29.98,29.1,29.9,30.3,30.72,30.8,29.74,30.39,29.74,30.06,29.98,29.1,29.9,30.3,30.72,30.8,29.74,30.39,29.74,30.06,29.98,29.1,29.9,30.3,30.72,30.8,29.74,30.39,29.74,30.06,53.05,53.49,53.37,47.05,42.66,43.52,44.76,42.56,42.04,41.21,46.5,51.76
2277.0865,30.14,29.1,29.74,30.22,30.72,30.96,29.9,30.63,29.74,30.06,30.14,29.1,29.74,30.22,30.72,30.96,29.9,30.63,29.74,30.06,30.14,29.1,29.74,30.22,30.72,30.96,29.9,30.63,29.74,30.06,30.14,29.1,29.74,30.22,30.72,30.96,29.9,30.63,29.74,30.06,30.14,29.1,29.74,30.22,30.72,30.96,29.9,30.63,29.74,30.06,30.14,29.1,29.74,30.22,30.72,30.96,29.9,30.63,29.74,30.06,30.14,29.1,29.74,30.22,30.72,30.96,29.9,30.63,29.74,30.06,30.14,29.1,29.74,30.22,30.72,30.96,29.9,30.63,29.74,30.06,41.44,42.38,49.81,48.13,48.49,52.35,53.27,52.5,52.73,41.91,54.54,41.09
2278.0878,30.06,29.1,29.66,30.06,30.72,30.96,29.9,30.55,29.82,30.14,30.06,29.1,29.66,30.06,30.72,30.96,29.9,30.55,29.82,30.14,30.06,29.1,29.66,30.06,30.72,30.96,29.9,30.55,29.82,30.14,30.06,29.1,29.66,30.06,30.72,30.96,29.9,30.55,29.82,30.14,30.06,29.1,29.66,30.06,30.72,30.96,29.9,30.55,29.82,30.14,30.06,29.1,29.66,30.06,30.72,30.96,29.9,30.55,29.82,30.14,30.06,29.1,29.66,30.06,30.72,30.96,29.9,30.55,29.82,30.14,30.06,29.1,29.66,30.06,30.72,30.96,29.9,30.55,29.82,30.14,51.81,43.37,54.02,43.25,48.57,49.37,51.18,49.22,40.39,48.1,47.42,52.06
2279.0904,30.14,29.26,29.82,30.06,30.72,30.96,29.98,30.72,29.66,30.06,30.14,29.26,29.82,30.06,30.72,30.96,29.98,30.72,29.66,30.06,30.14,29.26,29.82,30.06,30.72,30.96,29.98,30.72,29.66,30.06,30.14,29.26,29.82,30.06,30.72,30.96,29.98,30.72,29.66,30.06,30.14,29.26,29.82,30.06,30.72,30.96,29.98,30.72,29.66,30.06,30.14,29.26,29.82,30.06,30.72,30.96,29.98,30.72,29.66,30.06,30.14,29.26,29.82,30.06,30.72,30.96,29.98,30.72,29.66,30.06,30.14,29.26,29.82,30.06,30.72,30.96,29.98,30.72,29.66,30.06,48.55,53.87,46.43,49.57,56.06,40.64,44.96,49.34,40.04,53.03,52.25,47.72
2280.0904,29.9,29.1,29.98,30.3,30.8,30.88,29.74,30.63,29.9,30.14,29.9,29.1,29.98,30.3,30.8,30.88,29.74,30.63,29.9,30.14,29.9,29.1,29.98,30.3,30.8,30.88,29.74,30.63,29.9,30.14,29.9,29.1,29.98,30.3,30.8,30.88,29.74,30.63,29.9,30.14,29.9,29.1,29.98,30.3,30.8,30.88,29.74,30.63,29.9,30.14,29.9,29.1,29.98,30.3,30.8,30.88,29.74,30.63,29.9,30.14,29.9,29.1,29.98,30.3,30.8,30.88,29.74,30.63,29.9,30.14,29.9,29.1,29.98,30.3,30.8,30.88,29.74,30.63,29.9,30.14,52.97,51.24,53.55,55.11,52.55,52.48,53.45,41.6,51.85,55.19,50.6,42.43
